Normals_0,Normals_1,Normals_2,Points_0,Points_1,Points_2
-0.46865,-0.0739754,-0.880281,-5.85802,-0.925595,-11.0035
-0.492687,-0.107396,-0.863554,-6.15789,-1.34442,-10.7946
-0.453868,-0.113807,-0.883772,-5.67366,-1.42364,-11.0468
-0.0953795,-0.724489,0.682655,-1.19591,-9.05644,8.53234
-0.0704693,-0.749891,0.657798,-0.881961,-9.36907,8.22755
-0.0480086,-0.725216,0.686845,-0.600818,-9.06571,8.58497
-0.0727548,-0.698875,0.711534,-0.912866,-8.73719,8.8926
-0.0284494,-0.699624,0.713945,-0.305002,-8.74729,8.92424
-0.0490556,-0.671984,0.738939,-0.616192,-8.40207,9.23447
-2.32903e-10,-0.672531,0.740069,0,-8.40852,9.24914
-0.0288137,-0.643372,0.765011,-0.311105,-8.04564,9.56142
-0.0275087,-0.749947,0.660925,-0.295185,-9.37111,8.26711
2.32898e-10,-0.725513,0.688209,0,-9.06914,8.60236
-2.32888e-10,-0.699785,0.714354,0,-8.74989,8.9269
-0.195774,-0.602315,0.773879,-2.44506,-7.53546,9.66895
-0.120173,-0.697179,0.706753,-1.5023,-8.7153,8.83384
-0.145055,-0.667825,0.730047,-1.81306,-8.34875,9.12475
-0.170243,-0.636363,0.752369,-2.12764,-7.95587,9.40357
-0.147312,-0.606339,0.781442,-1.83929,-7.58592,9.76324
-0.0973655,-0.670272,0.735701,-1.21692,-8.37982,9.19497
-0.122108,-0.639584,0.758961,-1.52599,-7.99652,9.48561
-0.0984099,-0.60943,0.786709,-1.22846,-7.62494,9.8286
-0.0736019,-0.641984,0.763177,-0.919617,-8.02706,9.53785
-0.0493231,-0.611515,0.789694,-0.614671,-7.65135,9.86555
-0.0767133,-0.42401,0.902403,-0.95964,-5.29912,11.2804
-0.0290813,-0.578302,0.815305,-0.312075,-7.23387,10.1894
-4.65819e-10,-0.612373,0.790569,0,-7.66371,9.8751
2.32904e-10,-0.578633,0.815588,0,-7.23612,10.1926
-4.65836e-10,-0.542469,0.840076,0,-6.78336,10.4993
-0.0502685,-0.541744,0.839039,-0.629416,-6.7755,10.4855
-0.0296286,-0.504476,0.862917,-0.317302,-6.30754,10.7872
-0.0758928,-0.503206,0.860827,-0.950244,-6.29207,10.759
-0.0510007,-0.464856,0.883916,-0.637974,-5.81131,11.0486
-0.0298987,-0.425072,0.904665,-0.320629,-5.31322,11.31
0,-0.504726,0.863279,0,-6.30956,10.7907
5.82304e-10,-0.465456,0.885071,0,-5.81882,11.0631
-0.221792,-0.565523,0.79435,-2.77194,-7.06992,9.92886
-0.074573,-0.576799,0.813475,-0.932047,-7.21309,10.1662
-0.12401,-0.574032,0.809388,-1.54982,-7.17812,10.1155
-0.173141,-0.570227,0.803034,-2.16354,-7.13015,10.0364
-0.199064,-0.531808,0.823136,-2.48787,-6.64752,10.2893
-0.100242,-0.539549,0.835966,-1.25311,-6.74656,10.4481
-0.149858,-0.536162,0.830706,-1.87292,-6.70362,10.3828
-0.17565,-0.496558,0.850045,-2.19557,-6.20595,10.6262
-0.126006,-0.500456,0.856543,-1.57542,-6.25585,10.7066
-0.323014,-0.40184,0.856847,-4.03746,-5.02225,10.711
-0.247874,-0.526623,0.813159,-3.09799,-6.5838,10.1639
-0.273601,-0.486146,0.829942,-3.42,-6.0764,10.3745
-0.298712,-0.444384,0.844567,-3.73457,-5.55379,10.5574
-0.275385,-0.408281,0.870327,-3.44232,-5.1032,10.8792
-0.224938,-0.491846,0.841124,-2.81095,-6.14796,10.5143
-0.250423,-0.45057,0.856899,-3.13019,-5.63144,10.7116
-0.226841,-0.413678,0.881711,-2.83482,-5.17159,11.0213
-0.201393,-0.455658,0.867074,-2.51701,-5.69557,10.8386
-0.102529,-0.382245,0.918355,-1.28107,-4.77906,11.4791
0,-0.425275,0.905064,0,-5.31497,11.3137
2.32921e-10,-0.384471,0.923137,0,-4.80545,11.5394
-0.051366,-0.383906,0.921943,-0.642462,-4.79891,11.5242
-0.0771928,-0.34173,0.936622,-0.963819,-4.27252,11.7075
2.32908e-10,-0.342928,0.939362,0,-4.28615,11.7422
-0.030068,-0.34276,0.938942,-0.321827,-4.28472,11.7383
-0.0515948,-0.300294,0.95245,-0.64319,-3.75376,11.9057
2.3292e-10,-0.300813,0.953683,0,-3.75941,11.9213
-0.0301194,-0.258031,0.965667,-0.321416,-3.22634,12.0722
0,-0.258206,0.96609,0,-3.2274,12.0762
-0.203461,-0.208831,0.956553,-2.54759,-2.60682,11.9568
-0.153315,-0.379402,0.912441,-1.91871,-4.74289,11.405
-0.128422,-0.339556,0.931778,-1.60622,-4.24462,11.647
-0.179004,-0.336349,0.924569,-2.24079,-4.20391,11.5566
-0.154153,-0.296183,0.94261,-1.92811,-3.70117,11.7828
-0.204122,-0.292765,0.934143,-2.55599,-3.65824,11.6762
-0.179277,-0.252408,0.950868,-2.2434,-3.15349,11.8858
-0.153868,-0.211419,0.965208,-1.92657,-2.63982,12.0652
-0.103034,-0.298744,0.948755,-1.28885,-3.73342,11.8596
-0.12876,-0.255077,0.958309,-1.61081,-3.18779,11.9789
-0.103126,-0.213504,0.971484,-1.29054,-2.66641,12.1439
-0.077448,-0.257054,0.963289,-0.968256,-3.21239,12.0413
-0.0516503,-0.214944,0.97526,-0.646587,-2.68459,12.1912
-0.346078,-0.359205,0.866719,-4.33097,-4.48397,10.8345
-0.203157,-0.375596,0.904243,-2.54026,-4.6947,11.3029
-0.251975,-0.370904,0.893834,-3.15134,-4.63512,11.1729
-0.29975,-0.365345,0.88129,-3.74874,-4.56522,11.0162
-0.322703,-0.322475,0.889872,-4.03977,-4.02545,11.1232
-0.228305,-0.332374,0.915098,-2.85599,-4.15305,11.4388
-0.276341,-0.327594,0.903503,-3.45629,-4.0934,11.2937
-0.299164,-0.284643,0.910757,-3.74572,-3.55191,11.3843
-0.252619,-0.288805,0.923458,-3.15999,-3.6082,11.5432
-0.422904,-0.194645,0.885023,-5.28814,-2.43509,11.0615
-0.367424,-0.317282,0.874261,-4.5944,-3.96459,10.9281
-0.387206,-0.275999,0.879713,-4.8411,-3.44926,10.9962
-0.405764,-0.235167,0.883206,-5.07217,-2.93914,11.0401
-0.381903,-0.198645,0.902602,-4.777,-2.48489,11.2808
-0.343896,-0.280648,0.896087,-4.30111,-3.50629,11.2007
-0.363591,-0.239529,0.900237,-4.54647,-2.99249,11.2528
-0.339795,-0.201489,0.918663,-4.2519,-2.51936,11.4815
-0.320271,-0.242793,0.915684,-4.00647,-3.03241,11.4456
-0.0300312,-0.172621,0.984531,-0.320586,-2.15815,12.3081
1.39751e-09,-0.215527,0.976498,0,-2.69305,12.2064
0,-0.172808,0.984955,0,-2.15886,12.3122
8.15211e-10,-0.129791,0.991541,0,-1.62295,12.3942
-0.0511793,-0.12951,0.990256,-0.639262,-1.6191,12.3782
-0.0297256,-0.0866005,0.9958,-0.319231,-1.08324,12.4489
-0.0763156,-0.0861886,0.993352,-0.954442,-1.07774,12.4168
-0.0508117,-0.0432718,0.99777,-0.636585,-0.541142,12.472
-0.029727,-1.15217e-07,0.999558,-0.318764,7.65153e-16,12.4959
0,-0.0866812,0.996236,0,-1.08359,12.4529
-2.32917e-10,-0.0433895,0.999058,0,-0.542734,12.4882
-0.226048,-0.165961,0.959875,-2.83411,-2.07109,11.997
-0.0771438,-0.171704,0.982123,-0.964822,-2.14562,12.2766
-0.128079,-0.170179,0.977054,-1.60286,-2.12549,12.2132
-0.177977,-0.168159,0.96956,-2.22794,-2.10012,12.1192
-0.200755,-0.12542,0.97158,-2.51726,-1.56422,12.1436
-0.102123,-0.128453,0.986444,-1.2784,-1.60466,12.3305
-0.152306,-0.127015,0.980138,-1.90645,-1.58574,12.2516
-0.175422,-0.0841658,0.980889,-2.20049,-1.04943,12.26
-0.126631,-0.085205,0.988284,-1.5852,-1.06456,12.3533
-0.271754,-0.163807,0.948323,-3.39885,-2.04279,11.8543
-0.246714,-0.123683,0.961163,-3.08685,-1.54444,12.014
-0.290778,-0.122118,0.948965,-3.63571,-1.52235,11.8623
-0.266244,-0.0819284,0.960417,-3.32955,-1.02347,12.0049
-0.309163,-0.08092,0.94756,-3.86412,-1.00783,11.8449
-0.285543,-0.0407034,0.957501,-3.56985,-0.508361,11.9686
-0.262971,-1.55275e-10,0.964804,-3.2839,7.38517e-16,12.0609
-0.221859,-0.0830519,0.971535,-2.77511,-1.03719,12.1438
-0.242175,-0.0412831,0.969354,-3.02804,-0.515677,12.1167
-0.218932,-3.10555e-10,0.97574,-2.73289,7.46888e-16,12.1976
-0.197228,-0.0418203,0.979465,-2.46675,-0.521993,12.2431
-0.438681,-0.154158,0.885322,-5.47826,-1.9321,11.0682
-0.315364,-0.162253,0.934997,-3.9445,-2.02619,11.687
-0.3576,-0.160517,0.919976,-4.47146,-2.00581,11.4992
-0.398436,-0.15814,0.90346,-4.98184,-1.9771,11.2926
-0.414372,-0.117747,0.902459,-5.17431,-1.47654,11.2826
-0.333226,-0.121067,0.935042,-4.16644,-1.51231,11.6878
-0.374211,-0.119957,0.919552,-4.67881,-1.49866,11.494
-0.390755,-0.0796425,0.917043,-4.87911,-0.998911,11.465
-0.350455,-0.0804795,0.933115,-4.381,-1.00495,11.6639
-0.496892,0,0.867813,-6.20326,6.64506e-16,10.8522
-0.453867,-0.11381,0.883772,-5.67366,-1.42364,11.0468
-0.468653,-0.0739749,0.88028,-5.85802,-0.925595,11.0035
-0.482733,-0.0358298,0.875034,-6.04184,-0.442321,10.9339
-0.463192,1.55265e-10,0.886258,-5.79405,6.78209e-16,11.076
-0.430275,-0.0776245,0.899354,-5.37796,-0.970357,11.2421
-0.446542,-0.0380617,0.893953,-5.58045,-0.47648,11.175
-0.426425,0,0.904523,-5.32699,6.92421e-16,11.3081
-0.407997,-0.039549,0.912126,-5.09875,-0.493407,11.4022
-0.0288134,0.643372,0.765011,-0.311117,8.04564,9.56142
-3.49364e-10,0.612373,0.790569,0,7.66371,9.8751
2.32893e-10,0.643623,0.765343,0,8.04814,9.56439
4.65805e-10,0.672531,0.740069,0,8.40852,9.24914
-0.0490557,0.671985,0.738938,-0.616205,8.40207,9.23447
-2.32888e-10,0.699785,0.714354,0,8.74989,8.9269
-0.0284494,0.699624,0.713945,-0.305015,8.74729,8.92424
-0.0727588,0.69888,0.711528,-0.912866,8.73719,8.8926
0,0.725513,0.688209,0,9.06914,8.60236
0,0.750014,0.661422,0,9.37372,8.26941
-0.0275086,0.749947,0.660925,-0.295185,9.37111,8.26711
-0.0480164,0.725216,0.686845,-0.60083,9.06571,8.58497
-0.0493232,0.611515,0.789694,-0.614671,7.65135,9.86555
-0.0736021,0.641984,0.763177,-0.91963,8.02706,9.53785
-0.0984101,0.609429,0.78671,-1.22846,7.62494,9.8286
-0.122107,0.639581,0.758964,-1.526,7.99652,9.48561
-0.147312,0.606338,0.781443,-1.83929,7.58592,9.76324
-0.170244,0.63636,0.752371,-2.12765,7.95587,9.40357
-0.0973624,0.670273,0.7357,-1.21693,8.37982,9.19497
-0.145056,0.667826,0.730046,-1.81306,8.34875,9.12476
-0.12017,0.697192,0.706741,-1.5023,8.7153,8.83384
-0.151744,0.45977,0.874977,-1.89714,5.74651,10.9375
-0.0290814,0.578302,0.815304,-0.312087,7.23387,10.1894
-0.0745733,0.576799,0.813475,-0.932049,7.21309,10.1662
-0.0502687,0.541744,0.839039,-0.629416,6.7755,10.4855
-0.100242,0.539549,0.835966,-1.25311,6.74656,10.4481
-0.0758918,0.503206,0.860828,-0.950231,6.29207,10.759
-0.126005,0.500456,0.856543,-1.57542,6.25585,10.7066
-0.175651,0.496558,0.850045,-2.19557,6.20595,10.6262
-0.12401,0.574032,0.809388,-1.54982,7.17812,10.1155
-0.149858,0.536162,0.830706,-1.87292,6.70362,10.3828
-0.199064,0.531808,0.823137,-2.48787,6.64752,10.2893
-0.173141,0.570227,0.803034,-2.16354,7.13015,10.0364
-0.0298986,0.425072,0.904665,-0.320616,5.31322,11.31
0,0.425275,0.905064,0,5.31497,11.3137
-4.65843e-10,0.465456,0.885071,0,5.81882,11.0631
-0.0296288,0.504476,0.862917,-0.31729,6.30754,10.7872
-0.0510002,0.464856,0.883916,-0.637961,5.81131,11.0486
-0.177454,0.418154,0.890875,-2.21772,5.22779,11.1356
-0.201392,0.455657,0.867074,-2.51701,5.69557,10.8386
-0.226838,0.413679,0.881711,-2.83482,5.17159,11.0213
-0.250422,0.450573,0.856897,-3.13019,5.63144,10.7116
-0.275385,0.408281,0.870328,-3.44231,5.10321,10.8792
-0.298711,0.444387,0.844566,-3.73456,5.5538,10.5574
-0.22494,0.491846,0.841124,-2.81094,6.14796,10.5143
-0.273599,0.486147,0.829943,-3.42,6.07639,10.3745
-0.247875,0.52662,0.81316,-3.09799,6.5838,10.1639
-0.275399,0.245737,0.929392,-3.44877,3.06566,11.6171
-0.153314,0.379405,0.91244,-1.9187,4.7429,11.405
-0.203158,0.375596,0.904243,-2.54026,4.6947,11.3029
-0.179007,0.336348,0.924568,-2.24079,4.20391,11.5566
-0.228305,0.332374,0.915098,-2.85597,4.15305,11.4388
-0.204123,0.292767,0.934142,-2.55599,3.65824,11.6762
-0.252573,0.288811,0.923469,-3.15999,3.6082,11.5432
-0.299169,0.284638,0.910757,-3.74571,3.5519,11.3844
-0.251973,0.370902,0.893835,-3.15134,4.63512,11.1729
-0.276316,0.327633,0.903497,-3.45629,4.0934,11.2937
-0.322726,0.322504,0.889853,-4.03977,4.02545,11.1232
-0.299747,0.365345,0.881291,-3.74874,4.56522,11.0162
-0.0516502,0.214944,0.97526,-0.6466,2.68459,12.1912
-0.102527,0.382246,0.918355,-1.28106,4.77906,11.4791
-0.12842,0.339554,0.931778,-1.60622,4.24462,11.647
-0.0771933,0.34173,0.936623,-0.963807,4.27252,11.7075
-0.103034,0.298745,0.948755,-1.28885,3.73341,11.8596
-0.0515965,0.300295,0.95245,-0.64319,3.75376,11.9057
-0.077449,0.257056,0.963288,-0.968269,3.21239,12.0413
-0.103127,0.213504,0.971484,-1.29055,2.66641,12.1439
-0.154152,0.296183,0.94261,-1.92811,3.70117,11.7828
-0.12876,0.255079,0.958309,-1.61082,3.18779,11.9789
-0.15387,0.211419,0.965208,-1.92657,2.63982,12.0652
-0.179278,0.252407,0.950868,-2.2434,3.15349,11.8858
-0.0513661,0.383905,0.921943,-0.64245,4.79891,11.5242
4.65842e-10,0.384471,0.923137,0,4.80545,11.5394
-0.0300684,0.34276,0.938942,-0.321827,4.28472,11.7383
3.49381e-10,0.300813,0.953683,0,3.75941,11.9213
-0.296405,0.203727,0.933081,-3.70996,2.54616,11.662
-0.320295,0.242752,0.915687,-4.00646,3.03241,11.4456
-0.339794,0.20149,0.918663,-4.2519,2.51936,11.4815
-0.36359,0.23953,0.900238,-4.54647,2.99249,11.2528
-0.381905,0.198646,0.902601,-4.777,2.48489,11.2808
-0.405769,0.235165,0.883204,-5.07216,2.93914,11.0401
-0.343939,0.280642,0.896073,-4.3011,3.50629,11.2007
-0.387205,0.276001,0.879713,-4.8411,3.44927,10.9962
-0.367428,0.317281,0.874259,-4.59439,3.96459,10.9281
-0.368157,0.0401943,0.928894,-4.5963,0.505056,11.6133
-0.271754,0.163807,0.948323,-3.39885,2.04279,11.8543
-0.315364,0.162253,0.934997,-3.9445,2.02619,11.687
-0.290778,0.122118,0.948965,-3.63571,1.52235,11.8623
-0.333228,0.121066,0.935041,-4.16644,1.51231,11.6878
-0.309163,0.08092,0.94756,-3.86412,1.00783,11.8449
-0.350456,0.0804812,0.933115,-4.381,1.00495,11.6639
-0.390755,0.0796464,0.917042,-4.87911,0.998911,11.465
-0.357601,0.160515,0.919976,-4.47146,2.00581,11.4992
-0.374213,0.119957,0.919552,-4.6788,1.49866,11.494
-0.41437,0.117748,0.90246,-5.1743,1.47654,11.2826
-0.398436,0.158136,0.903461,-4.98184,1.9771,11.2926
-0.226048,0.165961,0.959875,-2.83411,2.07109,11.997
-0.246714,0.123683,0.961163,-3.08685,1.54444,12.014
-0.200756,0.12542,0.97158,-2.51726,1.56422,12.1436
-0.221859,0.0830519,0.971535,-2.77511,1.03719,12.1438
-0.175422,0.084165,0.980889,-2.20049,1.04943,12.26
-0.197228,0.0418203,0.979465,-2.46675,0.521993,12.2431
-0.266244,0.0819285,0.960417,-3.32955,1.02347,12.0049
-0.242175,0.0412831,0.969354,-3.02804,0.515677,12.1167
-0.285543,0.0407034,0.957501,-3.56985,0.508361,11.9686
-0.0300309,0.172621,0.984531,-0.320599,2.15815,12.3081
-0.177978,0.168159,0.96956,-2.22794,2.10012,12.1192
-0.12808,0.17018,0.977054,-1.60287,2.12549,12.2132
-0.0771441,0.171704,0.982123,-0.964835,2.14562,12.2766
-0.0511792,0.129509,0.990257,-0.639275,1.6191,12.3782
-0.152307,0.127014,0.980138,-1.90646,1.58574,12.2516
-0.102123,0.128452,0.986444,-1.27841,1.60466,12.3305
-0.0763158,0.0861882,0.993352,-0.954442,1.07774,12.4168
-0.126631,0.0852038,0.988284,-1.5852,1.06456,12.3533
-2.32917e-10,0.129791,0.991541,0,1.62295,12.3942
-0.0297254,0.0866007,0.9958,-0.319231,1.08324,12.4489
0,0,1,0,7.65404e-16,12.5
1.16459e-10,0.0433895,0.999058,0,0.542734,12.4882
-0.0508117,0.0432721,0.99777,-0.636585,0.541155,12.472
-0.407997,0.039549,0.912126,-5.09875,0.493407,11.4022
-0.446542,0.0380617,0.893953,-5.58045,0.47648,11.175
-0.482733,0.0358298,0.875034,-6.04184,0.442321,10.9339
-0.430274,0.0776268,0.899354,-5.37796,0.970357,11.2421
-0.468653,0.0739748,0.88028,-5.85802,0.925595,11.0035
-0.453864,0.11381,0.883773,-5.67366,1.42364,11.0468
-0.0953796,0.72449,-0.682655,-1.19591,9.05645,-8.53232
-0.0704715,0.749889,-0.6578,-0.881961,9.36907,-8.22755
-0.0480124,0.725216,-0.686845,-0.600818,9.06571,-8.58497
-0.0727566,0.698878,-0.711531,-0.912866,8.73719,-8.8926
-0.0284494,0.699624,-0.713945,-0.305002,8.74729,-8.92424
-0.0490556,0.671984,-0.738939,-0.616192,8.40207,-9.23447
-2.32903e-10,0.672531,-0.740069,0,8.40852,-9.24914
-0.0288137,0.643372,-0.765011,-0.311105,8.04564,-9.56142
-0.0275087,0.749947,-0.660925,-0.295185,9.37111,-8.26711
2.32898e-10,0.725513,-0.688209,0,9.06914,-8.60236
-2.32888e-10,0.699785,-0.714354,0,8.74989,-8.9269
-0.195774,0.602315,-0.773879,-2.44506,7.53546,-9.66895
-0.120171,0.697182,-0.70675,-1.5023,8.7153,-8.83384
-0.145055,0.667825,-0.730047,-1.81306,8.34875,-9.12475
-0.170243,0.636363,-0.752369,-2.12764,7.95587,-9.40357
-0.147312,0.606339,-0.781442,-1.83929,7.58592,-9.76324
-0.0973655,0.670272,-0.735701,-1.21692,8.37982,-9.19497
-0.122108,0.639584,-0.758961,-1.52599,7.99652,-9.48561
-0.0984099,0.60943,-0.786709,-1.22846,7.62494,-9.8286
-0.0736019,0.641984,-0.763177,-0.919617,8.02706,-9.53785
-0.0493231,0.611515,-0.789694,-0.614671,7.65135,-9.86555
-0.0767133,0.42401,-0.902403,-0.95964,5.29912,-11.2804
-0.0290813,0.578302,-0.815305,-0.312075,7.23387,-10.1894
-4.65819e-10,0.612373,-0.790569,0,7.66371,-9.8751
2.32904e-10,0.578633,-0.815588,0,7.23612,-10.1926
-4.65836e-10,0.542469,-0.840076,0,6.78336,-10.4993
-0.0502685,0.541744,-0.839039,-0.629416,6.7755,-10.4855
-0.0296286,0.504476,-0.862917,-0.317302,6.30754,-10.7872
-0.0758928,0.503206,-0.860827,-0.950244,6.29207,-10.759
-0.0510007,0.464856,-0.883916,-0.637974,5.81131,-11.0486
-0.0298987,0.425072,-0.904665,-0.320629,5.31322,-11.31
0,0.504726,-0.863279,0,6.30956,-10.7907
5.82304e-10,0.465456,-0.885071,0,5.81882,-11.0631
-0.221792,0.565523,-0.79435,-2.77194,7.06992,-9.92886
-0.074573,0.576799,-0.813475,-0.932047,7.21309,-10.1662
-0.12401,0.574032,-0.809388,-1.54982,7.17812,-10.1155
-0.173141,0.570227,-0.803034,-2.16354,7.13015,-10.0364
-0.199064,0.531808,-0.823136,-2.48787,6.64752,-10.2893
-0.100242,0.539549,-0.835966,-1.25311,6.74656,-10.4481
-0.149858,0.536162,-0.830706,-1.87292,6.70362,-10.3828
-0.17565,0.496558,-0.850045,-2.19557,6.20595,-10.6262
-0.126006,0.500456,-0.856543,-1.57542,6.25585,-10.7066
-0.323014,0.40184,-0.856847,-4.03746,5.02225,-10.711
-0.247874,0.526623,-0.813159,-3.09799,6.5838,-10.1639
-0.273601,0.486146,-0.829942,-3.42,6.0764,-10.3745
-0.298713,0.444384,-0.844567,-3.73457,5.55379,-10.5574
-0.275385,0.408281,-0.870327,-3.44232,5.1032,-10.8792
-0.224938,0.491846,-0.841124,-2.81095,6.14796,-10.5143
-0.250423,0.45057,-0.856899,-3.13019,5.63144,-10.7116
-0.226841,0.413678,-0.881711,-2.83482,5.17159,-11.0213
-0.201393,0.455658,-0.867074,-2.51701,5.69557,-10.8386
-0.102529,0.382245,-0.918355,-1.28107,4.77906,-11.4791
0,0.425275,-0.905064,0,5.31497,-11.3137
2.32921e-10,0.384471,-0.923137,0,4.80545,-11.5394
-0.051366,0.383906,-0.921943,-0.642462,4.79891,-11.5242
-0.0771928,0.34173,-0.936622,-0.963819,4.27252,-11.7075
2.32908e-10,0.342928,-0.939362,0,4.28615,-11.7422
-0.030068,0.34276,-0.938942,-0.321827,4.28472,-11.7383
-0.0515948,0.300294,-0.95245,-0.64319,3.75376,-11.9057
2.3292e-10,0.300813,-0.953683,0,3.75941,-11.9213
-0.0301194,0.258031,-0.965667,-0.321416,3.22634,-12.0722
0,0.258206,-0.96609,0,3.2274,-12.0762
-0.203461,0.208831,-0.956553,-2.54759,2.60684,-11.9568
-0.153315,0.379402,-0.912441,-1.91871,4.74289,-11.405
-0.128422,0.339556,-0.931778,-1.60622,4.24462,-11.647
-0.179004,0.336349,-0.924569,-2.24079,4.20391,-11.5566
-0.154153,0.296183,-0.94261,-1.92811,3.70117,-11.7828
-0.204122,0.292765,-0.934143,-2.55599,3.65824,-11.6762
-0.179276,0.25241,-0.950868,-2.2434,3.15349,-11.8858
-0.153866,0.211419,-0.965208,-1.92657,2.63982,-12.0652
-0.103034,0.298744,-0.948755,-1.28885,3.73342,-11.8596
-0.12876,0.255077,-0.958309,-1.61081,3.18779,-11.9789
-0.103126,0.213504,-0.971484,-1.29054,2.66641,-12.1439
-0.077448,0.257054,-0.963289,-0.968256,3.21239,-12.0413
-0.0516503,0.214944,-0.97526,-0.646587,2.68459,-12.1912
-0.346078,0.359205,-0.866719,-4.33097,4.48397,-10.8345
-0.203157,0.375596,-0.904243,-2.54026,4.6947,-11.3029
-0.251975,0.370904,-0.893834,-3.15134,4.63512,-11.1729
-0.29975,0.365345,-0.88129,-3.74874,4.56522,-11.0162
-0.322703,0.322475,-0.889872,-4.03977,4.02545,-11.1232
-0.228305,0.332374,-0.915098,-2.85599,4.15305,-11.4388
-0.276341,0.327594,-0.903503,-3.45629,4.0934,-11.2937
-0.299164,0.284643,-0.910757,-3.74572,3.55191,-11.3843
-0.252619,0.288805,-0.923458,-3.15999,3.6082,-11.5432
-0.422904,0.194645,-0.885023,-5.28814,2.43509,-11.0615
-0.367424,0.317282,-0.874261,-4.5944,3.96459,-10.9281
-0.387206,0.275999,-0.879713,-4.8411,3.44926,-10.9962
-0.405764,0.235167,-0.883206,-5.07217,2.93914,-11.0401
-0.381903,0.198645,-0.902602,-4.777,2.48489,-11.2808
-0.343896,0.280648,-0.896087,-4.30111,3.50629,-11.2007
-0.363591,0.239529,-0.900237,-4.54647,2.99249,-11.2528
-0.339795,0.201489,-0.918663,-4.2519,2.51936,-11.4815
-0.320271,0.242793,-0.915684,-4.00647,3.03241,-11.4456
-0.0300312,0.172621,-0.984531,-0.320586,2.15815,-12.3081
1.39751e-09,0.215527,-0.976498,0,2.69305,-12.2064
0,0.172808,-0.984955,0,2.15886,-12.3122
8.15211e-10,0.129791,-0.991541,0,1.62295,-12.3942
-0.0511792,0.12951,-0.990256,-0.639262,1.6191,-12.3782
-0.0297255,0.0866007,-0.9958,-0.319231,1.08324,-12.4489
-0.0763156,0.0861886,-0.993352,-0.954444,1.07774,-12.4168
-0.0508112,0.0432718,-0.99777,-0.636572,0.541155,-12.472
0,0.0866812,-0.996236,0,1.08359,-12.4529
-4.65834e-10,0.0433894,-0.999058,0,0.542734,-12.4882
-0.226049,0.165959,-0.959875,-2.83411,2.07109,-11.997
-0.0771438,0.171704,-0.982123,-0.964822,2.14562,-12.2766
-0.128079,0.17018,-0.977054,-1.60286,2.12549,-12.2132
-0.177976,0.168158,-0.96956,-2.22794,2.10012,-12.1192
-0.200756,0.12542,-0.97158,-2.51726,1.56422,-12.1436
-0.102122,0.128453,-0.986444,-1.2784,1.60466,-12.3305
-0.152306,0.127015,-0.980138,-1.90646,1.58574,-12.2516
-0.175422,0.084165,-0.980889,-2.20049,1.04943,-12.26
-0.12663,0.0852044,-0.988284,-1.5852,1.06456,-12.3533
-0.271754,0.163807,-0.948323,-3.39885,2.04279,-11.8543
-0.246714,0.123683,-0.961163,-3.08685,1.54444,-12.014
-0.290778,0.122118,-0.948965,-3.63571,1.52235,-11.8623
-0.266244,0.0819299,-0.960418,-3.32955,1.02347,-12.0049
-0.309164,0.0809213,-0.94756,-3.86412,1.00783,-11.8449
-0.285543,0.0407033,-0.957501,-3.56986,0.50836,-11.9686
-0.221859,0.0830519,-0.971535,-2.77511,1.03719,-12.1438
-0.242173,0.0412832,-0.969354,-3.02804,0.515677,-12.1167
-0.197228,0.0418203,-0.979465,-2.46675,0.521993,-12.2431
-0.438681,0.154158,-0.885322,-5.47826,1.9321,-11.0682
-0.315364,0.162253,-0.934997,-3.9445,2.02619,-11.687
-0.3576,0.160517,-0.919976,-4.47146,2.00581,-11.4992
-0.398436,0.15814,-0.90346,-4.98184,1.9771,-11.2926
-0.414372,0.117747,-0.902459,-5.17431,1.47654,-11.2826
-0.333226,0.121067,-0.935042,-4.16644,1.51231,-11.6878
-0.374211,0.119957,-0.919552,-4.67881,1.49866,-11.494
-0.390756,0.0796421,-0.917043,-4.87911,0.998911,-11.465
-0.350455,0.0804795,-0.933115,-4.381,1.00495,-11.6639
-0.453867,0.11381,-0.883772,-5.67366,1.42364,-11.0468
-0.46865,0.0739754,-0.880281,-5.85802,0.925595,-11.0035
-0.482731,0.0358274,-0.875035,-6.04184,0.442321,-10.9339
-0.430275,0.0776242,-0.899354,-5.37796,0.970357,-11.2421
-0.446542,0.0380617,-0.893953,-5.58045,0.47648,-11.175
-0.407997,0.0395487,-0.912126,-5.09875,0.493395,-11.4022
-0.045932,0.773913,-0.631624,-0.574919,9.67359,-7.89565
1.16448e-09,0.773841,-0.63338,0,9.67209,-7.91839
-0.0259027,0.796429,-0.604177,-0.277565,9.95496,-7.55457
-3.49329e-10,0.81709,-0.57651,0,10.2182,-7.19986
2.32896e-10,0.773841,0.63338,0,9.67209,7.91839
-0.0459304,0.773911,0.631626,-0.574919,9.67359,7.89565
0,0.796379,0.604798,0,9.95742,7.55644
-0.0259006,0.796431,0.604174,-0.277565,9.95496,7.55457
-3.49329e-10,0.81709,0.57651,0,10.2182,7.19986
2.32868e-10,0.835093,0.550108,0,10.4467,6.86406
-0.045932,-0.773913,0.631623,-0.574919,-9.67359,7.89565
1.16448e-09,-0.773841,0.63338,0,-9.67209,7.91839
-0.0259027,-0.796429,0.604177,-0.277565,-9.95496,7.55457
-3.49329e-10,-0.81709,0.57651,0,-10.2182,7.19986
