"Points:0","Points:1","Points:2"
70570,56075,37441
70734,56532,37921
70456,56490,38226
66585,92288,55125
66588,92198,55387
66796,92190,55250
70447,56688,38578
70723,56781,38321
70678,56963,38680
70887,57223,38754
70689,57175,38998
70690,57387,39304
70451,57125,39303
70911,57425,39004
70493,57407,39628
70634,57734,39801
70415,57616,39987
70278,57801,40373
70782,58018,39881
70781,58302,40143
70574,57952,40109
70495,58168,40416
70257,58041,40619
70366,58340,40728
70732,58823,40618
70628,58507,40519
70883,58674,40307
70456,58648,40849
70407,58953,41128
70207,58915,41361
70788,59110,40747
70636,59262,41047
70604,58960,40882
70365,59253,41398
70408,59602,41590
70599,59541,41289
70609,59856,41494
70635,60172,41678
70376,59880,41839
70236,59594,41822
70456,60192,41952
70274,60077,42132
70614,60447,41901
70400,60374,42167
70677,60907,42122
70501,60901,42391
70542,60638,42141
70418,61415,42886
70584,61322,42556
70602,61718,42790
71523,91912,52374
71790,91935,52207
71497,92109,52100
70402,61775,43139
70614,62031,42958
70632,62337,43098
70465,62149,43257
71873,92117,51915
70369,62868,43781
70263,63086,44043
70642,63313,43578
70509,62564,43411
70465,63182,43788
70362,63409,44045
70542,63521,43831
70169,63334,44282
70669,48393,24673
70858,48547,24942
70870,48347,24382
70521,48237,24375
71032,48850,25573
70805,48928,25865
70914,48697,25283
70974,49112,26177
70922,49262,26502
70660,49154,26378
73847,59505,15855
70839,49404,26825
71091,49562,27108
70601,49613,27349
71026,49806,27735
71787,91775,52449
70797,50095,28476
73714,59549,15671
95335,78683,50592
70965,51314,31365
70863,51210,31140
71148,51205,31087
70855,51102,30887
70630,51174,31077
71005,51443,31649
70845,51583,31953
71028,51709,32189
71224,51831,32401
70707,51986,32696
70948,52122,32908
71074,51977,32668
70782,52274,33137
70916,52463,33380
70591,52559,33513
70806,52686,33660
70457,52725,33719
71828,91365,53108
71968,91430,52920
71766,91482,52940
72159,91501,52708
71819,91597,52719
70823,53312,34358
72048,91665,52498
72320,91578,52514
70817,53525,34575
71016,53994,34974
71005,54284,35240
73277,59423,14972
73303,59137,14920
70899,54546,35521
71079,55043,35888
70964,55199,36101
70815,55389,36395
70634,55128,36234
71061,55672,36511
70963,55906,36841
70841,56099,37190
70785,56262,37466
72069,91915,52113
71982,91798,52322
71005,56357,37346
70858,56438,37627
71814,90959,53921
71899,91036,53695
71593,91111,53756
71031,56678,37752
71009,56876,38064
71030,57143,38421
71101,57423,38704
71044,58578,40006
71078,58827,40151
70990,59048,40432
70972,59595,40824
70826,59367,40869
70786,59854,41249
71972,91114,53488
70805,60119,41402
70963,60100,41168
70776,60751,41868
70840,60492,41602
70870,61111,41968
71038,60903,41585
70678,61110,42262
73571,59470,15433
73760,59245,15650
70812,61690,42441
70984,61983,42349
70993,61689,42157
95147,78330,56818
95420,78493,57000
70999,62320,42515
70789,62001,42664
70864,62943,43044
70740,62620,43075
70804,63413,43371
70968,63644,43234
71091,48302,24029
70703,48188,24089
71184,48454,24395
70970,48462,24622
71238,48598,24771
71393,48762,25087
71130,48680,25087
71228,48800,25323
71342,48941,25586
71154,49007,25860
71503,49104,25860
71288,49170,26142
71154,49245,26368
71418,49332,26424
71225,49404,26682
71463,49550,26934
71461,49679,27277
71160,49695,27420
70884,49644,27364
71437,49797,27600
71420,49909,27902
71156,49957,28086
70899,49916,28029
71454,50035,28220
71517,50140,28475
71181,50100,28441
71396,50258,28793
70952,50223,28767
71345,50521,29423
71139,50362,29076
71456,50386,29086
70665,50348,29082
71505,50796,30055
71460,50685,29797
71202,51073,30767
71594,90970,54069
71267,51362,31427
71388,51496,31708
71168,51587,31934
71334,51714,32166
71389,51960,32604
71751,91172,53514
71333,52125,32877
71127,52287,33133
71315,52491,33373
71411,52304,33121
71096,52653,33595
71271,53000,33957
71020,52830,33807
71397,52773,33688
71220,53243,34218
70938,53057,34072
71132,53534,34517
71489,53714,34589
71251,53820,34748
71326,54232,35081
71337,54017,34895
71248,54503,35335
71572,54462,35174
71012,54818,35719
71195,54717,35541
71327,55002,35721
71546,54781,35434
71237,55233,35969
71141,55439,36223
71383,55696,36296
71312,55948,36593
71612,91445,53095
71427,91405,53288
71682,91307,53301
71244,56141,36845
71113,56224,37066
71356,56346,36962
71276,56499,37225
71773,90580,54918
71697,90672,54737
71558,90657,54923
71465,56981,37600
71246,56934,37826
71257,56736,37547
71427,57150,37868
71263,57163,38111
71352,57461,38372
71342,57686,38664
70921,57662,39294
71161,57694,38955
71360,58164,39171
71162,57920,39216
71405,57979,38905
71374,58610,39553
71410,58393,39314
71576,58653,39290
71204,58251,39489
70990,58252,39804
71185,58503,39741
71550,58929,39549
71289,58868,39880
71185,59071,40177
71357,59236,40049
95416,78107,56900
71346,60368,40810
71143,60097,40915
95172,78011,56736
71116,60333,41106
70965,60325,41313
71082,60595,41323
71279,60891,41233
71226,61506,41695
71274,61213,41442
71278,62030,41936
71169,61739,41923
71367,61811,41676
71120,61931,42113
71377,62404,41998
71172,62184,42181
71288,62956,42406
71162,62685,42457
71335,62710,42216
71694,48514,23951
71440,48470,24151
71486,48597,24509
71566,48728,24822
71538,48902,25332
71655,49031,25565
71630,49254,26118
71728,49410,26424
71868,49538,26672
71567,49458,26648
71735,49575,26857
71724,49669,27127
71720,49770,27412
71707,49881,27727
71731,49996,28032
71785,50116,28336
71797,50252,28683
71649,50341,28938
71732,50466,29215
71740,50624,29589
71798,50761,29904
71738,50893,30230
71368,50941,30426
71763,51032,30544
71509,51078,30715
71525,51283,31188
71881,51345,31230
71609,51417,31479
71699,51583,31830
71445,51615,31952
71662,51734,32146
71463,51833,32369
71723,51926,32486
71881,90681,54537
71642,90770,54525
71587,52069,32745
71657,52216,32953
95516,77955,50899
71728,52643,33478
71666,52419,33224
73376,58367,14807
71594,53002,33894
71732,52849,33702
71493,53195,34112
71560,53452,34337
71491,53925,34770
71648,54170,34918
71894,54413,35010
71695,55109,35616
95385,78268,50739
95203,77867,50741
71517,55258,35830
71830,55483,35824
71462,55483,36052
72105,90627,54477
72298,90625,54321
72006,90741,54279
71690,55758,36131
95399,77825,56805
95521,77522,56768
71643,56021,36387
71510,56238,36702
71836,56386,36550
71645,56616,36962
71684,57314,37718
71701,57534,37950
71501,57365,38035
71593,57599,38184
71591,57866,38491
71798,57788,38097
71863,58035,38266
71635,58169,38749
71586,58364,39019
71559,90397,55767
71760,90333,55704
71697,90411,55523
71485,59143,39802
71682,59259,39604
95578,77176,56665
95275,77329,56546
71562,59412,39881
71443,59576,40158
71607,59918,40156
71533,60856,40864
71627,60515,40524
71278,60612,41060
71434,61114,41157
71638,61941,41375
71497,62170,41700
71722,62328,41481
71831,62631,41496
71919,62449,41284
71542,62759,41950
71618,62509,41717
71498,63058,42156
71723,63064,41855
71713,62776,41727
71626,63442,42163
71392,63273,42410
71944,48646,24033
71795,48733,24562
71736,48617,24251
71821,48835,24848
71689,48866,25088
71788,48985,25320
72045,49150,25501
71823,49205,25851
71976,49379,26163
72009,49497,26456
71992,49650,26914
73471,58148,14895
71945,49864,27566
72005,49965,27824
72057,50084,28139
72082,50211,28478
72108,50336,28786
71883,50373,28954
72163,50465,29085
95470,77681,50938
95173,77486,50841
72043,50594,29437
72046,50853,30048
72103,50992,30345
72168,51303,31026
71767,51181,30884
71860,90405,55335
71948,51511,31595
72097,51680,31918
72056,51856,32279
71946,52322,33033
71842,52117,32769
71626,90509,55298
71327,90604,55366
71488,90487,55549
71903,52513,33283
72085,52655,33396
71955,53023,33820
71970,52796,33583
71793,53231,34067
71980,53524,34275
72063,53275,34026
71794,53890,34643
71777,53677,34471
72015,53757,34458
72023,54186,34792
72242,54446,34891
71805,54673,35236
71928,54943,35372
72090,54716,35143
72284,54972,35220
71971,55241,35563
72168,55459,35599
72203,55213,35414
72132,55658,35759
72015,55815,35950
72293,55923,35833
72143,56133,36087
71905,55992,36161
71933,56195,36301
72206,57186,36927
71932,57125,37186
71935,56896,36946
72110,56622,36510
72131,56867,36713
71943,56682,36725
72124,57381,37212
71715,57079,37401
71914,57366,37468
72232,57828,37520
72121,57581,37419
72313,57645,37230
71783,90028,56929
71649,90040,57128
71865,89948,57122
71938,57655,37750
72001,89939,56893
72015,57998,38003
73411,48982,18699
72047,58561,38495
71824,58212,38505
72035,58267,38243
71799,58442,38764
72114,59402,39089
71933,59176,39180
72101,59138,38902
71768,58928,39227
71779,59155,39388
71990,59766,39526
71763,59570,39707
71901,59430,39415
45695,68506,53372
45654,68443,53166
45826,68329,53294
71810,60877,40510
72137,60942,40120
72041,61303,40469
71770,61139,40724
71617,61254,40996
71802,61879,41119
71859,62164,41206
72071,63112,41417
71891,62923,41564
72057,63722,41717
71859,63416,41838
72081,63445,41558
72402,48888,24104
72062,48775,24308
72407,48992,24496
72097,48905,24702
72355,49076,24877
72366,49188,25222
72014,48988,25074
72378,49316,25587
72136,49300,25813
72406,49467,26004
72276,49540,26356
72151,49601,26650
72486,49672,26573
72372,49749,26931
72062,49791,27287
72222,49926,27587
72354,50069,27934
72420,50205,28292
72581,50335,28558
72320,50296,28596
72393,50398,28823
72555,50541,29106
72149,89987,56405
72009,90075,56301
71926,90057,56522
72121,50739,29756
72409,50643,29423
72508,50821,29804
72305,50897,30060
72520,51244,30748
72121,51141,30676
72371,51107,30505
72476,51025,30280
72558,51418,31133
72226,51455,31364
72588,51572,31488
72290,51578,31627
72472,51684,31790
72428,51839,32125
72796,62858,15402
72266,51963,32410
72357,52142,32669
72073,52021,32563
72134,52188,32801
72357,52357,32965
72132,52486,33189
71769,90227,56094
71592,90250,56295
71828,90156,56284
72311,52856,33542
72359,53161,33819
72365,53460,34082
72291,53728,34333
72506,53975,34438
72160,53971,34576
72365,54213,34675
72419,54706,34987
72634,55008,35069
72690,55454,35295
72454,55442,35420
72535,55235,35254
72378,55694,35623
72655,55695,35451
72488,56268,35925
72529,56574,36108
72314,56390,36146
72119,56394,36308
72322,56612,36311
72303,56816,36497
72398,57074,36622
72499,57394,36780
71931,90243,55778
72339,57455,37018
72525,57685,37001
72487,57953,37294
72157,57963,37762
72219,58242,37948
72411,58211,37641
72279,58552,38142
72276,58865,38416
72105,58879,38684
72479,58887,38137
72477,58669,37955
72464,59413,38590
72292,59155,38634
72479,59167,38370
72290,59412,38842
72473,59660,38766
72300,59681,39030
72493,59976,38973
72108,59640,39273
81286,84747,48569
72454,61139,39821
72761,61317,39533
72595,61543,39884
72470,61846,40224
72250,61940,40564
72219,61637,40430
72331,61413,40153
72041,62037,40895
71872,61717,40933
72040,61697,40699
72472,62208,40427
72280,62289,40721
72121,62436,41010
72341,62562,40790
72487,62524,40580
72490,62807,40724
72460,63633,41150
72259,63372,41293
72409,63291,41060
72262,63678,41428
72935,49175,24024
72662,49071,24274
72959,49274,24406
72645,49153,24634
72968,49366,24775
72672,49266,24992
72937,49437,25115
72658,49372,25378
72969,49557,25518
72698,49501,25750
72718,49608,26091
72528,49596,26278
72733,49706,26412
72719,49790,26717
72722,49899,27084
72431,49897,27349
72815,50043,27466
72494,50002,27627
72683,50114,27827
72926,50243,28016
72629,50183,28086
72882,50411,28567
72770,50290,28299
72739,50474,28835
72904,50598,29057
72996,50725,29325
72734,50650,29287
72801,50775,29558
72903,50937,29882
95385,76986,56459
72881,51408,30948
72814,51526,31265
72912,51647,31505
72744,51702,31711
72756,51808,31934
72824,51957,32200
72592,52044,32436
72629,52235,32716
72704,52408,32911
72371,52593,33243
72664,52560,33105
72680,52818,33376
71915,90201,55961
71736,90293,55887
72691,53082,33622
72706,53404,33896
72606,53689,34173
72853,54001,34296
72707,54236,34536
72920,54486,34597
72553,54471,34770
72789,54784,34854
72954,55056,34926
72923,55599,35239
72810,55288,35136
72882,55915,35432
72569,55974,35674
72861,56288,35659
72733,56533,35914
72731,56786,36089
72542,56881,36327
72895,57077,36140
72670,57247,36480
71898,90320,55556
71852,89415,58663
71985,89443,58486
71741,89535,58543
95465,77358,51006
95192,77183,50932
71895,89651,58120
72065,89582,58070
72019,89655,57930
72806,57676,36659
72957,57442,36322
73094,57797,36414
73018,58049,36697
72745,58024,37019
72705,58300,37313
72946,58698,37321
72983,58364,36996
72646,58586,37643
72838,58894,37630
72665,58899,37880
72929,59492,37990
72689,59183,38082
72893,59172,37781
72857,59834,38359
72681,59439,38301
72627,59647,38540
73002,60690,38790
72751,60579,39053
72872,60423,38776
72976,61303,39250
72803,61065,39320
72964,60979,39048
72969,61526,39397
72965,61955,39658
72862,61672,39623
73135,61841,39375
72736,61905,39917
72878,62543,40095
72693,62208,40144
72924,62236,39868
72639,62454,40347
72727,62773,40406
72298,89640,57490
72054,89753,57548
72143,89652,57736
73221,63719,40239
72991,63743,40537
73045,63422,40324
72743,63748,40845
72587,63366,40868
72832,63407,40582
73217,49386,24193
73232,49472,24562
73210,49536,24913
73219,49626,25286
72128,89831,57099
71969,89853,57326
72157,89757,57337
73258,49719,25589
73001,49657,25833
73268,49809,25929
73042,49771,26199
73339,49915,26217
72946,49819,26524
73057,49933,26782
73217,49921,26475
73089,50051,27157
73168,50173,27484
73205,50273,27799
72950,50157,27703
73055,50371,28297
73168,50478,28517
73403,50623,28724
73048,50539,28797
73236,50686,29055
73345,50827,29339
73139,50878,29609
73264,51031,29883
73305,51168,30165
73090,51071,30080
73054,51161,30300
73307,51299,30460
73423,51448,30734
73152,51378,30733
73263,51515,30994
73075,51584,31266
73215,51730,31541
73287,51878,31830
73007,51781,31762
73010,51891,31993
73198,52083,32253
73227,52287,32549
72959,52358,32752
72919,52147,32475
72953,52553,32985
73011,52991,33409
72904,52735,33202
72985,53254,33652
73104,53505,33799
73001,53759,34044
73010,54260,34398
73270,54518,34421
73097,54810,34702
73350,55156,34748
73108,55360,35004
73198,55636,35091
73160,55883,35237
73139,56164,35391
73149,56493,35560
72955,56566,35757
73160,56797,35721
72933,56798,35921
73118,57019,35890
73193,57345,36013
95908,76703,56636
95664,76855,56570
73196,57640,36189
73332,57893,36200
73264,58119,36444
73231,58368,36674
73216,58683,36935
73050,59076,37477
73284,59320,37332
73132,59396,37616
73420,59872,37571
73221,59715,37740
73359,59607,37449
73284,60230,38052
73120,59938,38064
73354,60052,37811
72878,60189,38597
73067,60175,38322
73234,60726,38496
73047,60448,38553
73235,60456,38295
73212,60986,38714
73167,61248,38960
73366,61810,39054
73166,61538,39152
73319,61503,38925
73352,62147,39268
73161,62193,39543
73377,62494,39426
73357,62834,39631
73130,62518,39760
72899,63128,40368
72936,62873,40194
73089,63142,40134
73271,63412,40032
73454,49497,23938
73698,49687,24078
73485,49580,24301
73508,49668,24693
73767,49798,24462
73749,49853,24851
73501,49740,25075
73746,49932,25267
73462,49786,25394
73588,49923,25669
73583,50004,26038
73519,50062,26433
73319,50025,26690
73562,50177,26809
73299,50074,26918
73474,50229,27195
73493,50338,27602
73453,50418,27972
73191,50350,28080
73414,50497,28307
73540,50780,29050
73647,50922,29329
73470,50970,29592
73648,51161,29904
73551,51283,30258
73595,51599,31000
73638,51409,30496
73385,51667,31296
73560,51819,31550
73639,51960,31799
73566,52096,32084
73514,52258,32368
73531,52466,32632
73232,52503,32813
73467,52659,32877
73239,52758,33081
73426,53063,33281
73646,53449,33479
73252,53301,33567
73336,53819,33913
73419,53555,33678
73550,54394,34173
73654,54762,34329
73257,54112,34161
73402,54871,34554
73625,55093,34532
73590,55369,34698
73390,55490,34893
73426,55801,35020
73606,55998,34984
73645,56297,35086
73394,56085,35175
73417,56430,35318
73394,56738,35487
71938,88800,59316
72039,88688,59351
73628,57012,35405
73684,56672,35209
73366,57083,35690
73493,57440,35753
73716,57582,35583
73605,57288,35555
73393,57654,35982
71380,95094,48450
71723,94986,48484
73583,57712,35799
73459,58168,36231
73601,58027,35962
73650,58415,36150
73425,58395,36436
73404,58661,36659
73567,58645,36420
73403,58928,36859
73569,59167,36798
73638,58960,36547
73752,59298,36626
73629,59414,36896
73434,59245,37054
73208,58968,37167
73492,59501,37167
73800,60084,37170
73565,59839,37325
73705,59734,37031
73699,60469,37629
73581,60140,37543
73783,60340,37403
73491,60336,37830
73613,60875,38065
73439,60521,38050
73629,60621,37850
73395,60720,38262
73747,61560,38372
73564,61669,38697
73573,61349,38469
73756,62001,38640
73573,62065,38925
73614,62409,39064
73789,62792,39032
73559,62787,39338
73685,63318,39443
73530,63101,39538
73730,63082,39263
73311,63110,39832
95412,76997,51052
95174,76849,51001
74040,49991,24436
73979,49894,24074
71348,47360,18735
71341,47407,19035
71110,47278,18890
73950,49963,24677
73981,50039,24998
73873,50078,25556
74037,50137,25298
73866,50136,25847
74116,50266,25657
74115,50341,26027
73850,50211,26233
73821,50282,26631
74155,50524,26820
73799,50356,27030
74042,50533,27227
73782,50426,27384
74004,50583,27583
73748,50499,27784
74003,50659,27946
73978,50724,28271
73735,50575,28114
73704,50651,28450
73974,50793,28540
73758,50770,28778
74124,50948,28826
73846,50902,29067
74119,51047,29136
73739,51057,29580
73919,51040,29362
73966,51180,29668
73968,51298,29955
73818,51351,30215
73941,51512,30515
73721,51520,30713
73957,51677,30934
74078,51839,31243
73769,51760,31279
73923,51932,31566
73933,52126,31926
73802,52242,32188
73842,52461,32467
73790,52686,32750
73615,52879,33024
73828,53185,33182
73648,53775,33708
73876,54042,33746
73595,54090,33949
73843,54338,33950
73820,54566,34103
73934,54794,34151
73913,55061,34309
73884,55455,34524
73691,55744,34805
74006,55853,34605
73837,56071,34837
71411,94527,49223
71604,94662,48992
71348,94708,49009
74133,56276,34657
73932,56474,34915
74139,56649,34783
73958,56775,35004
74170,57054,34887
73918,57036,35137
73814,57357,35370
71423,94870,48768
74001,57760,35338
74019,58131,35498
73846,58244,35784
73807,57905,35639
74096,58492,35599
73784,58802,36227
73941,58644,35903
73897,59180,36326
73837,59615,36742
73924,59922,36857
74024,59796,36603
74085,60811,37342
74281,60918,37137
73975,60449,37211
73887,60576,37441
73828,60792,37695
74077,61379,37782
73870,61136,37896
74062,61102,37598
73708,61228,38195
73919,61478,38075
74126,61706,37943
74143,62002,38112
73952,61776,38233
73809,61808,38448
74152,62351,38304
73943,62037,38409
74236,62770,38416
74036,62563,38577
73918,62289,38588
73845,62537,38822
74194,63478,38838
73926,63447,39185
73981,63124,38945
74205,63093,38625
74084,49929,23640
71530,94318,49455
71553,94120,49695
74499,50364,24460
74242,50182,24667
74279,50157,24266
74247,50249,25062
71147,47244,18588
71387,47327,18444
74250,50303,25346
74394,50447,25528
74590,50639,25749
74325,50447,25810
74414,50573,26128
74414,50647,26535
74153,50444,26405
74471,50743,26884
74299,50667,27111
74277,50706,27404
74504,50873,27545
74243,50748,27742
74484,50922,27894
74266,50831,28089
74518,51008,28224
74232,50894,28440
74559,51123,28621
74380,51147,29054
74279,51209,29384
71339,93851,50092
71577,93906,49940
71280,94070,49851
74198,51491,30221
74264,51347,29772
74297,51690,30657
74343,51846,31029
74328,52009,31424
74166,52103,31734
74198,52242,31951
74072,52330,32162
74099,52702,32607
74378,53001,32736
74000,52936,32882
74211,53304,33062
74272,53667,33263
73985,53455,33294
73967,53756,33505
74293,54066,33488
74437,54506,33623
74094,54299,33757
95751,76482,56429
74154,54979,34078
74073,54589,33936
74345,54804,33841
74447,55126,33907
74167,55311,34228
74232,55657,34326
74521,55933,34155
74451,55532,34076
74272,56016,34429
71541,93538,50368
71375,93683,50270
71229,93534,50500
74351,56608,34547
74422,56267,34366
95437,76708,56349
95479,76390,56204
74316,56861,34664
74498,56911,34468
74494,57396,34610
74333,57383,34804
74402,57138,34646
74091,57415,35098
74483,57658,34706
74297,57758,34982
74536,57983,34751
71466,93344,50617
74203,58022,35213
74383,58162,35035
74265,58359,35295
74429,58728,35255
74486,58501,35048
74270,58673,35460
74174,58815,35683
74033,58997,36002
74544,59230,35384
74327,59214,35712
74374,58920,35451
74212,59815,36329
74126,59370,36123
74397,59639,35908
74609,60908,36615
74429,60630,36673
74648,60690,36368
95411,76713,51098
74439,61468,37320
74269,61154,37339
74444,61152,37074
74239,61354,37531
74285,61601,37644
74508,61822,37466
74346,61940,37783
74504,62520,37908
74331,62255,38000
74490,62259,37775
74345,62540,38141
74479,62797,38094
71603,93716,50147
95158,76486,51066
71548,92761,51259
71498,92940,51069
71270,92893,51230
74756,50569,24257
74724,50513,23849
74689,50543,24598
71224,93085,51022
74909,50739,24588
74774,50652,24875
70964,47136,18402
75045,50900,24901
74877,50778,25143
71196,47214,18295
74594,50590,25443
74442,50429,25223
74691,50812,26308
74643,50727,26024
74895,50908,25882
74886,51011,26625
75050,51177,26866
74762,50966,26993
74502,50816,27217
74774,51033,27377
71353,92527,51634
71550,92578,51478
71308,92697,51448
74995,51230,27590
74729,51057,27739
74704,51090,28026
74827,51226,28306
95442,76097,56012
95729,75844,56028
95725,76156,56226
74885,51365,28753
62899,48983,9219.3
63115,48859,9098.7
74653,51265,28932
74809,51398,29067
74606,51319,29207
74862,51499,29315
74596,51424,29550
74882,51614,29660
74599,51554,29927
74925,51773,30074
74597,51693,30321
74956,51914,30448
74652,51855,30710
75022,52078,30797
74728,52035,31083
74788,52238,31466
74473,52233,31739
74798,52464,31850
74422,52462,32129
74461,52766,32468
74176,52542,32383
95258,76148,51158
71598,92402,51670
74562,53281,32849
74581,53562,33017
71836,92306,51686
71630,92262,51832
74891,53853,32973
74601,53929,33207
94920,76191,51069
95054,75907,51172
74597,54221,33361
74739,54467,33369
74745,54757,33493
74553,54870,33705
95440,75865,55863
95600,75609,55781
71558,91732,52638
70779,47175,19082
74869,55566,33678
74663,55416,33829
74764,55144,33633
74704,55722,33899
74921,55885,33717
74758,56029,33936
74675,56267,34093
74838,56651,33995
74936,56268,33796
74581,56614,34289
74746,57013,34187
74601,57239,34431
74787,57383,34224
74856,57724,34221
74687,57887,34506
74658,57566,34446
74876,58144,34327
74701,58134,34577
74600,58323,34799
74796,58470,34572
74870,58770,34598
74773,58895,34818
74693,58645,34810
74616,58825,35024
74530,58968,35240
74741,59147,35020
74757,59498,35229
74560,59538,35575
74820,60138,35611
74631,59904,35737
74782,59804,35411
74504,60029,36043
74698,60188,35855
74882,60751,36028
74658,60374,36080
74858,60431,35791
74940,61396,36477
74723,61182,36655
74802,61001,36377
74707,61474,36907
74591,61152,36841
74662,61755,37187
74576,62114,37559
74663,61987,37344
74667,62438,37625
74757,62227,37362
74881,62509,37357
74670,62735,37792
74824,62714,37561
74862,63027,37682
75083,63700,37741
74906,63550,37902
75031,63402,37654
74908,63813,38036
71555,91591,52876
75256,51060,24354
75097,50915,24568
75027,50829,24319
75257,51086,24716
75257,51117,25006
75061,50959,25247
75281,51181,25345
75113,51053,25576
75212,51192,25906
70267,47264,20834
75022,51077,26288
75107,51188,26582
69814,46260,15398
70005,46332,15564
69702,46290,15693
74991,51175,27211
75176,51353,27406
75248,51455,27727
74962,51252,27904
71364,91090,53977
75251,51631,28745
75111,51467,28463
75052,51550,29043
75161,51715,29387
75289,51730,29047
75192,51852,29804
75209,51975,30168
75269,52135,30522
75338,52299,30845
75098,52278,31178
75155,52497,31547
75106,52685,31890
74894,52788,32196
75245,52942,32056
75172,53232,32387
74761,53064,32558
74877,53430,32749
75259,53714,32626
75186,54125,32880
74874,54233,33164
75185,54506,33022
75199,54855,33122
74960,54634,33258
75012,54978,33337
75251,55591,33272
75048,55389,33436
75344,55227,33080
75098,55739,33481
75298,55898,33283
71220,91369,53507
71506,91265,53500
75292,56237,33345
75110,56068,33543
75072,56639,33695
74979,56979,33877
75087,57281,33785
75190,56985,33592
74914,57232,34016
74981,57537,33993
75190,57623,33706
75294,57344,33496
71460,90626,55128
71648,90571,55081
75070,57910,33958
75110,58328,34032
75284,58503,33819
75177,58636,34049
74996,58596,34319
75041,58951,34422
75161,58876,34186
75189,59222,34332
74935,59122,34691
75136,59511,34611
74945,59476,34906
75137,60051,35007
74944,59754,35107
75116,59755,34818
74981,60089,35301
75280,60573,35183
75037,60416,35477
75150,60292,35177
75227,60816,35492
75021,60670,35721
75195,61482,36127
75045,61161,36109
75251,61262,35843
75153,61719,36389
74816,61780,36966
74968,61727,36690
75191,62045,36578
75189,62393,36831
75000,62063,36886
74953,62312,37127
74812,62023,37143
75099,62607,37106
75291,62716,36893
75223,62931,37124
75003,62820,37370
75128,63164,37391
75350,51150,24096
75487,51303,24241
75440,51267,24569
71568,90118,56922
71492,90186,56749
71361,90201,56918
71349,90327,56377
71455,90324,56214
75626,51469,24467
75604,51466,24837
75439,51313,25112
75397,51243,24845
75485,51397,25440
75474,51424,25753
75309,51240,25592
75663,51563,25196
75709,51651,25573
75629,51606,25959
75318,51347,26339
70199,46354,15442
70219,46400,15668
75290,51371,26752
75406,51547,27350
75222,51354,27107
75520,51607,26962
71393,90001,57734
71556,89918,57789
71581,89963,57574
75569,51741,27674
95252,75701,55624
71313,90133,57314
71191,90144,57479
71360,90066,57526
75606,51837,28110
75367,51654,28353
75396,51622,27995
75478,51804,28620
75476,51857,28886
75694,52081,28976
75472,51913,29184
75451,51983,29553
75694,52163,29355
75737,52305,29778
75424,52053,29895
75540,52238,30205
75495,52319,30571
75704,52465,30466
75652,52518,30757
75911,52719,30564
75512,52590,31207
75406,52776,31684
75749,52978,31460
75617,53274,31976
75481,53543,32323
75553,53814,32404
71834,89859,57549
71718,89854,57759
75489,54093,32593
71706,90163,56471
75667,54363,32505
75463,54463,32750
75771,54083,32288
75682,54727,32586
71537,89479,58794
71687,89479,58687
71554,89573,58630
75419,54802,32891
95323,75883,51241
95189,75631,51293
75786,55428,32577
75575,55460,32859
75613,55111,32748
75453,55639,33044
75525,55966,33001
75652,55719,32800
75433,56160,33149
75573,56264,32962
71365,89472,58907
71583,89333,58968
71407,89668,58582
71572,89678,58423
75289,56654,33402
75401,57026,33283
71820,89749,57952
71629,89839,57948
71673,89746,58158
75472,57423,33218
75354,57672,33457
75574,58163,33176
75537,58481,33347
75411,58279,33517
75437,57980,33385
75521,57794,33190
75288,57926,33625
75683,58518,33065
75233,58189,33790
75438,58630,33589
75599,58769,33333
75347,58868,33864
75531,58994,33570
75321,59123,34044
75385,59367,34070
75461,59172,33805
75557,59514,33819
75486,59679,34080
75281,59803,34562
75317,59589,34343
75507,60015,34290
75322,60066,34689
75514,60392,34584
95501,75422,55568
75323,60354,34920
75680,60733,34546
75650,60934,34789
75488,60675,34879
75410,60841,35179
75558,61011,35045
75428,61065,35345
75631,61311,35177
75695,61599,35315
75489,61379,35513
75607,61744,35617
75400,61597,35868
75338,61754,36109
75523,61921,35922
75629,62221,35979
75379,62035,36263
75431,62664,36641
75764,63204,36470
75472,63024,36811
75620,62878,36485
71246,95294,48179
71023,95195,48444
75677,51524,24126
75839,51730,24009
75830,51710,24339
75791,51671,24664
76022,51960,24207
76003,51931,24585
75839,51745,24963
75840,51774,25306
76014,51975,25249
75904,51866,25514
71158,95019,48648
75890,51880,25884
76074,52072,25604
75940,51971,26292
76123,52153,25947
75502,51548,26577
75563,51572,26244
75707,51738,26437
75789,51874,26946
75694,51751,26708
75863,51919,26627
75952,52083,27221
75681,51800,27258
75841,52053,27909
75826,51982,27513
71083,94834,48930
95226,75426,55386
95472,75196,55334
76044,52243,27619
76034,52299,28049
76042,52377,28418
75881,52236,28717
75805,52076,28315
95198,75198,55144
75888,52314,29067
75938,52450,29433
95356,75397,51432
95232,75166,51531
95024,75365,51380
76089,52586,29133
76078,52498,28806
76039,52675,29820
76059,52795,30185
75847,52522,30156
75837,52825,31028
95442,74982,55059
95156,75026,54923
76092,53076,30832
76188,53066,30415
75981,53117,31197
75992,53391,31527
71113,94614,49210
71112,93937,50080
70933,94118,49928
76190,53404,31082
75925,53667,31867
76238,53706,31306
76120,53767,31617
75729,53732,32166
76081,53997,31818
70860,94510,49440
71215,94400,49453
75902,53947,32060
95329,74766,54700
75895,54498,32270
76015,54265,32030
95196,74925,51698
95111,74710,51888
