"Points:0","Points:1","Points:2"
82055,78563,22183
82125,78787,22348
82080,79065,22424
82226,79169,22632
82306,78840,22563
82449,79073,22829
82033,79394,22530
82121,79617,22744
82258,79374,22772
82449,79373,22985
82071,81528,23760
82161,68698,23748
82418,69479,23283
82390,69216,23455
82671,69694,23267
82397,69756,23091
82375,69988,22937
82266,70197,22761
82650,69957,23089
82455,70438,22718
82473,71302,22307
82534,71001,22472
82557,71878,22121
82393,71583,22152
82371,72077,21962
82415,72416,21885
82604,72213,22035
82565,72963,21844
82509,73675,21733
82524,73314,21774
82345,73953,21631
82326,74269,21612
82559,74062,21740
82560,74438,21741
82595,74778,21778
82367,75331,21684
82589,75511,21849
82600,75150,21812
82343,75639,21705
82523,75957,21874
82335,76280,21798
82606,76342,22010
82430,76551,21922
82609,76682,22093
82384,76868,21960
82336,77236,22017
82403,77578,22181
82659,77445,22367
82586,77714,22396
82402,77938,22300
82431,78281,22459
82653,77991,22562
82269,78547,22400
82480,78544,22615
82523,78766,22758
82680,78881,22980
82610,79148,23043
75050,92156,50841
82672,79829,23507
82340,80301,23382
82370,80621,23605
82541,80212,23577
75013,91336,51972
82922,69287,23676
82632,69162,23621
82662,69399,23462
82579,70208,22906
82854,70212,23033
82918,70723,22792
82761,70484,22839
82629,70723,22653
82921,71032,22646
82711,71249,22445
82643,71538,22290
82908,71773,22334
82944,71439,22480
82866,72165,22185
95701,83045,54771
95882,83085,55073
83032,72593,22171
82796,73128,21947
82790,73482,21905
83028,72974,22103
83028,73304,22064
83074,73716,22065
82787,73867,21880
83019,74038,22025
82794,74224,21880
83053,74379,22056
82809,74562,21902
83081,74721,22096
82840,74938,21951
83074,75104,22131
82843,75294,21994
83087,75512,22201
82809,75689,22031
83007,75849,22204
82853,76438,22222
82821,76050,22107
82558,77007,22140
82798,76828,22288
83023,76672,22425
83016,76979,22518
75181,90800,52588
82738,77164,22341
82526,77307,22204
82876,77352,22527
82775,77658,22548
82617,78303,22653
82722,78534,22859
82813,78181,22794
82835,79049,23236
82911,78681,23124
83078,78852,23393
82642,79335,23180
83034,79155,23519
82780,79456,23409
83256,69484,23697
82944,69585,23472
83247,69820,23457
82933,69891,23264
83177,70185,23197
74985,91005,52415
74736,90947,52581
74948,90844,52632
83201,71303,22669
83175,71639,22523
83229,71046,22792
83492,71561,22721
83134,72015,22374
83455,71913,22584
83163,72331,22304
95693,82992,54347
83328,72552,22349
83387,72229,22456
83569,72827,22453
83290,72886,22271
83464,73164,22350
83312,73409,22232
83229,73131,22204
83226,73961,22161
83367,73739,22255
83227,74190,22165
83458,74087,22321
83329,74505,22252
83324,74898,22286
83327,75243,22335
83395,75560,22441
83233,75857,22377
83107,76430,22421
83319,76220,22532
83057,76168,22313
83255,76646,22608
83284,77070,22782
83079,77274,22678
83178,77681,22931
83186,77390,22819
83008,77531,22712
82906,77853,22746
83034,78005,22933
83262,78074,23188
82984,78328,23031
83174,78452,23284
83437,78295,23476
83325,78666,23558
83578,78496,23735
83222,78941,23602
83487,70109,23386
83407,70442,23163
83648,70754,23123
83351,70685,23015
83434,71194,22831
83396,70926,22926
83639,71047,22991
83745,71351,22927
83822,71640,22870
83721,71871,22747
83603,72495,22527
83667,72147,22642
83784,73165,22556
83560,73485,22392
68242,69004,12624
67583,68787,12022
67753,68501,12122
67746,69084,12209
83651,73824,22448
83798,74528,22595
83535,74715,22421
83715,74863,22574
67679,71157,12468
67445,71379,12306
83532,75061,22462
83760,75200,22660
83540,75316,22509
83657,75556,22646
83499,75876,22589
83603,76111,22735
83550,76419,22783
83813,76245,22952
74954,90432,53130
75140,90303,53178
83473,76768,22836
83704,76622,22984
83592,76974,23019
83880,76874,23240
75003,89657,53961
74997,89850,53763
74779,89818,53960
83418,77349,23014
83686,77357,23267
83466,77672,23200
83520,77977,23399
83743,78073,23677
84188,70215,23662
84001,69903,23771
83830,70132,23534
83739,70420,23330
83931,70707,23279
84084,70486,23460
83929,71051,23133
84082,71503,23051
83999,71886,22897
83891,72132,22776
84185,72282,22916
83873,72428,22704
84091,72666,22800
84048,72985,22741
83832,72736,22630
67890,71221,12668
83843,73595,22579
84046,73384,22721
84084,73780,22747
83980,74165,22694
84250,74137,22886
84136,74476,22841
74540,89989,53928
74769,89968,53790
74607,90123,53709
74855,90071,53612
75094,90004,53532
83984,74858,22779
74799,89465,54346
74993,89471,54163
74799,89639,54152
84061,75662,23002
84078,75231,22919
83875,75483,22806
83803,75816,22824
84016,75969,23045
84117,76256,23221
84297,75834,23246
67651,70869,12393
83928,76518,23145
84143,76559,23353
84147,76922,23505
83949,77155,23423
83731,77700,23472
83891,77443,23502
84016,77716,23761
84132,77303,23665
84413,70564,23587
84305,71165,23280
84522,70920,23487
84200,70812,23365
84559,71560,23289
84353,71938,23081
84519,72289,23108
84388,72640,22984
84256,72904,22879
84254,73200,22862
84555,72999,23060
84241,73493,22850
84484,73418,23009
84378,73756,22948
84455,74497,23081
84250,74863,22987
84520,74862,23196
84373,75185,23147
45393,87888,28944
45141,87797,29159
84276,75456,23129
84551,75483,23363
84394,76287,23477
84619,75860,23530
84384,76647,23607
75006,89261,54360
84885,71077,23628
84696,70754,23654
84863,71452,23491
84634,71235,23431
85047,71666,23539
84835,71731,23399
85034,72023,23452
84692,71986,23261
84840,72319,23290
84702,72636,23172
84983,72610,23343
84857,72934,23249
67586,70601,12294
84786,73313,23203
84671,73692,23142
67751,70330,12398
84578,74050,23109
84900,74594,23427
85089,74291,23507
84759,74331,23275
84674,74646,23271
84729,74887,23361
84595,75144,23316
84787,75200,23483
84831,75583,23626
84916,75949,23821
84651,76202,23675
84592,76757,23847
84834,76393,23915
84578,76455,23705
85169,71349,23707
85080,72358,23428
85296,72268,23574
85338,71849,23675
85247,72641,23506
85101,72882,23403
85302,72982,23533
85069,73204,23382
85350,73305,23575
85207,73529,23491
85408,73678,23647
84950,73583,23321
85132,73860,23471
85334,74091,23650
84868,73949,23298
85129,74634,23610
85371,74466,23758
84982,74929,23567
85060,75247,23717
85262,74929,23792
85630,72211,23807
85478,72500,23669
85503,72805,23672
85694,72610,23817
85531,73114,23696
85710,72916,23825
85548,73397,23723
85731,73277,23854
85684,73610,23848
85632,74017,23867
50187,88357,23113
49889,88178,23284
49614,88036,23472
81500,85493,52144
50814,88000,22075
50856,88246,22268
50614,88222,22512
50858,88534,22543
50699,89162,23319
50747,89492,23610
50467,89438,23902
50705,89699,23904
51023,88182,22022
51239,88367,21963
51179,89386,23001
51161,89101,22751
50928,89123,23021
50959,89406,23264
51196,89632,23232
51186,89856,23493
51023,89654,23455
50954,89796,23706
51164,90043,23746
51687,88698,21793
51707,88482,21552
51466,88444,21784
51109,88447,22185
51393,88671,22091
51441,89376,22717
51680,89624,22716
51450,89633,22959
51714,89904,22970
51448,89890,23235
51707,90403,23551
51440,90116,23504
51413,90349,23832
51724,90667,23890
52222,88040,20553
51956,88019,20806
52221,88288,20792
74803,89260,54561
74990,89056,54576
51729,88255,21297
51979,88275,21037
51964,88539,21323
51866,88699,21596
52051,88800,21501
51697,88944,22028
51949,89419,22240
51740,89192,22229
51699,89400,22474
51958,88954,21758
51965,89195,21996
51946,89633,22460
51958,89906,22730
51952,90159,23005
51976,90439,23298
51929,90602,23558
52147,90690,23436
52088,90815,23685
52432,88024,20345
52472,88278,20535
74801,89035,54798
52226,88534,21037
52526,88561,20756
52256,88792,21275
52506,89041,21283
52239,89034,21548
52466,89287,21587
52222,89256,21798
52233,89890,22448
52484,90386,22743
52487,90157,22492
52214,90137,22728
52225,90389,22990
52614,90804,23116
52481,90586,22968
52310,90630,23188
52404,90900,23461
52340,91078,23806
52570,87836,20076
52687,88203,20272
52993,88369,20154
52810,88539,20462
52688,89254,21332
52788,89522,21528
52470,89583,21898
52815,89784,21787
52704,89888,22000
53029,90104,21936
52754,90123,22206
52977,90335,22233
52747,90384,22497
52765,90671,22809
52929,91305,23542
52724,91041,23340
52603,91118,23581
52905,90965,23056
53074,87974,19801
52851,88067,20029
53104,88633,20291
53083,88836,20501
53326,88810,20273
74838,88825,54958
74946,88618,55022
75027,88803,54772
53344,89048,20491
53077,89064,20744
53396,89306,20727
53125,89333,21002
53094,89807,21558
53136,89571,21258
53259,90492,22159
53051,90609,22477
53204,90939,22750
53400,91172,22892
53171,91136,23049
52976,91148,23251
53164,91317,23327
53863,88011,19345
53599,88101,19552
53870,88326,19540
53333,88201,19783
53621,88391,19733
53914,88617,19716
53668,88635,19885
53346,88517,20007
53610,88835,20085
75074,88613,54878
53559,89021,20292
53692,89272,20442
53833,89089,20154
53701,89547,20731
53744,89852,21038
53404,89551,20995
53398,89798,21278
53938,90318,21401
53689,90083,21346
53460,90816,22373
53557,91110,22669
53640,91330,22907
53670,91518,23167
53428,91341,23115
53438,91517,23385
53707,91706,23452
53429,91647,23623
53581,91833,23828
53198,91486,23571
53277,91667,23820
54195,88230,19301
74740,88742,55156
54243,89006,19816
53923,88873,19907
54148,89222,20061
95830,82898,53984
54210,89493,20274
53958,89531,20502
54223,89785,20568
53964,89318,20279
46983,93090,37075
46588,92902,37116
46710,93053,37381
53941,89735,20737
54142,90014,20886
54009,90544,21598
54052,90811,21878
54078,91042,22146
53840,91086,22397
54128,91269,22401
54210,91680,22944
53907,91505,22931
53971,91704,23201
54163,91477,22662
53854,91281,22647
54039,91889,23476
53868,91916,23700
54120,92067,23758
54419,88723,19505
54534,88464,19278
54206,88539,19494
54466,89193,19839
54180,88787,19683
54485,89439,20043
54485,89702,20296
54481,90066,20682
54209,90293,21150
54201,90507,21403
54461,90523,21222
54326,90750,21591
54365,91002,21869
54429,91261,22151
54452,91833,22989
54253,91860,23217
54387,92072,23502
54699,88012,18935
54842,88284,19029
54879,88592,19198
54751,88826,19410
54488,88961,19641
54739,89874,20303
54761,89659,20080
54529,89911,20479
55016,89860,20121
55010,90075,20340
54461,90304,20966
54770,90296,20735
54958,90983,21415
54695,90772,21344
54669,90980,21615
54964,91191,21672
55016,91467,21991
54716,91231,21897
54731,91487,22224
54429,91482,22452
54448,91674,22728
54703,91682,22531
54704,91875,22841
54612,92033,23210
54681,92248,23577
54428,92259,23856
55164,88257,18879
55138,88526,19048
55127,88810,19231
55356,88698,19065
55028,89068,19451
55370,89160,19364
55097,89379,19656
55425,89429,19538
74850,88242,55456
75037,88111,55277
74950,88384,55207
55349,89618,19725
55034,89636,19903
55310,89851,19948
55222,90030,20168
55493,90371,20367
55542,90146,20106
55258,90226,20349
55307,90468,20585
55007,90449,20753
55177,90700,20933
55011,90269,20547
54979,90804,21186
55254,90973,21209
54785,90537,21003
55262,91178,21456
55287,91418,21745
55385,91710,22074
55012,91692,22309
55321,91916,22427
55007,91901,22639
55301,92100,22745
55009,92083,22953
54952,92254,23331
55323,92313,23115
55254,92488,23527
54952,92405,23642
54750,92410,23855
55643,88731,18974
55407,88478,18913
55479,88205,18724
55476,88919,19156
55709,89140,19209
55659,89372,19392
55642,89601,19573
55636,90580,20514
55521,90710,20731
55867,91209,21121
55588,90958,20984
55551,91196,21294
55498,91367,21543
55633,91566,21717
55803,91416,21418
55627,91937,22246
55829,91838,21969
55560,92264,22833
55677,92419,23026
55536,92500,23299
55795,92600,23280
55572,92637,23548
55399,92657,23753
55664,92791,23801
55090,92576,23874
56115,88325,18549
55949,89342,19250
55886,89557,19431
56009,89079,19051
67433,69731,12033
67655,69840,12242
67621,69484,12160
56095,90140,19827
55971,89827,19608
55828,90052,19871
55770,90428,20274
55908,90283,20053
56035,90499,20211
56208,90369,19997
75078,87898,55338
74954,87985,55479
55896,90615,20408
55879,90825,20655
74679,94180,48709
74937,94047,48544
55919,91666,21675
55932,92082,22272
56196,92032,22028
67895,69327,12375
55648,92133,22545
55969,92253,22521
55834,92347,22777
56116,92750,23324
55857,92763,23564
56396,88216,18371
56124,88562,18688
56373,88782,18726
56402,88498,18542
55815,88470,18751
56004,88807,18881
56306,89036,18909
55769,88930,19047
96250,82595,56673
56285,89367,19134
56133,89581,19346
56418,89627,19269
56337,89829,19455
74584,94075,49053
74350,94305,48814
56244,90003,19640
56328,90581,20155
56195,90775,20429
56512,90790,20292
56520,91252,20818
56187,91010,20701
56161,91210,20956
56118,91410,21226
56440,91774,21522
56398,91571,21278
56155,91613,21467
56165,91808,21723
56460,91999,21825
56478,92171,22069
56271,92259,22334
56140,92406,22666
56045,92559,23006
56317,92565,22822
56385,92735,23090
56485,92930,23410
56482,93095,23785
56165,92917,23639
56167,93034,23908
56664,88106,18184
56666,89007,18756
56682,88716,18566
56695,89504,19078
56549,89244,18953
56530,90049,19563
56725,89837,19315
74530,94336,48117
74440,94383,48419
56382,90242,19797
56519,90453,19940
56689,90306,19732
56646,90651,20085
56516,90980,20502
56831,90935,20311
56798,91171,20592
56636,91488,21049
56793,91374,20834
56726,91723,21306
67233,69984,11897
67454,70046,12097
56751,91939,21584
56796,92161,21876
56672,92376,22276
56803,92581,22534
56482,92480,22565
56617,92684,22835
56940,92797,22834
56695,92855,23105
56697,88396,18360
57047,88335,18164
56974,88628,18396
56939,88920,18598
56913,89169,18770
56768,89271,18891
57033,89400,18887
57010,89676,19092
57047,89928,19275
56776,90522,19901
56981,90426,19732
57391,90833,19982
57360,90557,19719
57020,90679,19965
57157,90939,20183
57181,91175,20437
57060,91363,20705
57045,91637,21048
57045,91910,21403
57016,92093,21668
56982,92351,22065
57008,92502,22285
57131,92707,22555
57065,92984,23117
57162,93173,23452
56840,93015,23335
56844,93162,23655
57177,93358,23849
57273,88148,17921
57468,88434,18041
57260,88597,18254
57310,88863,18419
57181,89159,18668
57414,89413,18765
57560,89163,18536
57262,89597,18949
57278,90134,19368
57214,90320,19552
57479,90334,19475
57472,91054,20189
67316,68930,11814
67495,69136,11999
57528,91291,20437
57304,91524,20801
57325,91375,20613
57518,91729,20971
57337,91886,21245
57407,92339,21843
57147,92267,21856
57232,92432,22061
57537,92498,22015
57351,92627,22303
57730,92717,22261
57495,92831,22568
57640,93042,22879
57261,92917,22860
57387,93105,23158
57821,88648,18048
57796,88350,17820
57700,88933,18316
57510,88694,18217
57815,89466,18665
57566,89673,18905
74415,93937,49333
74767,93862,49217
57808,90345,19375
57711,90547,19589
57699,90944,19989
58088,91277,20225
58038,91071,20011
57790,91162,20196
58230,91710,20693
57967,91580,20623
57900,91787,20903
58110,92100,21237
57661,91978,21240
57753,92182,21479
57404,92140,21561
57703,92362,21749
58018,92770,22217
57962,92579,21952
57935,92953,22559
57984,93456,23507
57795,93235,23170
57506,93310,23512
58066,88255,17603
58031,88015,17407
58112,88518,17807
58212,88799,17995
58052,88995,18220
57911,89196,18431
58356,89062,18150
58181,89207,18335
58174,89683,18708
58139,89404,18504
57862,89795,18900
57938,90098,19121
58129,89931,18921
58274,90132,19043
57585,90115,19251
57877,91404,20444
58166,91479,20435
58413,92277,21368
58456,92112,21133
95808,82728,56242
58206,92724,22070
58322,92917,22326
58043,93167,22897
58316,93116,22668
58123,93331,23169
58342,93454,23291
58401,93302,22967
58371,93644,23647
58657,88081,17137
58354,88185,17391
58653,88553,17579
58582,88333,17409
58369,88418,17595
58421,88665,17788
58530,88910,17950
58434,89340,18344
58541,89743,18633
58375,89537,18524
74385,93372,49808
74349,93681,49593
74089,93517,49783
58422,89942,18836
74644,93494,49632
58153,90346,19266
58457,90359,19186
58057,90558,19489
58369,90752,19578
58323,90527,19378
58741,91489,20268
58635,91250,20024
58413,91389,20251
58547,91027,19807
58263,90964,19826
58333,91156,20011
58496,91604,20479
58809,91709,20511
58872,91871,20691
58576,91810,20705
58732,92041,20951
58335,92610,21856
58434,92468,21621
58104,92370,21604
96105,82822,53953
58487,92776,22044
58614,93083,22481
58637,92936,22232
58597,93226,22736
58580,93436,23127
58709,93353,22911
58859,93507,23116
58668,93588,23366
59013,88231,17096
58993,88012,16909
58906,88443,17348
58908,88673,17564
58725,88786,17754
58811,88982,17890
74979,92985,49928
74745,93190,49833
58649,89143,18096
58604,89556,18458
58887,89435,18255
58728,89945,18743
58854,89714,18506
58601,90176,18980
58806,90409,19130
59151,90439,19064
58965,90197,18892
58619,90592,19352
58811,90876,19577
74438,93101,50023
58950,91337,20034
58723,92236,21210
58971,92184,21065
58978,92351,21283
58736,92648,21768
58732,92434,21473
59083,92745,21793
59043,92548,21529
59199,92982,22105
58853,92866,22046
58889,93057,22332
59252,93179,22399
58899,93230,22617
59012,93413,22883
59220,93579,23075
59299,94040,23894
59046,93847,23651
58876,93957,23973
59247,87928,16718
59537,88639,17242
59615,88398,16978
59245,88433,17174
59212,88668,17416
59101,88935,17722
59028,89190,17988
59415,89171,17815
59220,89683,18359
59320,89419,18085
59517,90911,19438
59375,90661,19219
59195,90877,19479
58860,91115,19814
59089,91029,19663
59503,91303,19862
59377,91082,19650
59169,91202,19828
59364,91749,20411
59537,91568,20156
59122,91594,20285
59118,91822,20561
59390,91945,20644
59112,92046,20844
59593,92373,21138
59468,92161,20895
59226,92268,21100
59276,92464,21346
59355,92670,21604
59573,92564,21399
59672,92741,21612
59435,92857,21845
59533,93081,22150
59372,93837,23460
59599,93701,23116
59538,93535,22868
58981,93682,23373
59547,88090,16728
59870,88225,16719
60104,88071,16505
74463,92663,50469
74504,92445,50697
59867,88625,17096
74703,92731,50304
59784,89216,17721
59528,88914,17517
59667,89410,17955
59617,89673,18222
74701,92932,50091
74782,92095,51022
74526,92233,50938
74524,92042,51178
59724,90232,18719
59329,90189,18785
59529,90451,18978
59680,91125,19629
74766,92311,50758
67129,72321,12236
67370,72066,12386
67136,72021,12173
44913,87703,29342
44679,87461,29378
60070,91858,20386
59922,91667,20188
59705,91836,20435
59659,92046,20705
60172,93355,22362
59943,93170,22155
59687,93348,22514
60102,93521,22637
59835,93600,22855
59768,93892,23372
59957,94183,23826
59669,94032,23680
59641,94171,23968
59939,87791,16328
60218,88345,16709
59928,88445,16900
60180,88627,16987
52216,64215,50382
52558,64239,50409
52245,64355,50618
60060,88840,17240
60083,89439,17847
59911,89600,18062
60190,89684,18063
59855,89971,18435
60202,89960,18334
59934,89773,18223
59465,89972,18546
67307,72862,12513
67381,72436,12480
59757,90719,19189
59902,90462,18899
59985,91117,19559
59801,90968,19436
59866,91285,19765
60259,92501,21150
60108,92283,20904
59920,92407,21103
59879,92591,21356
60153,93015,21866
60303,92877,21636
59999,92824,21640
60229,92713,21432
60334,93199,22083
60250,93876,23141
60180,93722,22918
59944,93797,23131
60081,93949,23335
60368,88119,16467
60549,88586,16841
60616,88302,16562
60772,88868,17066
60410,88869,17158
60269,89098,17436
60550,89297,17565
60639,89097,17332
60271,89322,17669
60066,89228,17636
60491,90147,18454
60595,89836,18116
60103,90244,18636
60491,90423,18733
60134,90687,19075
60225,90497,18862
74869,91203,52200
60315,91077,19455
60063,90922,19335
60418,91835,20295
60231,91687,20153
60685,91822,20236
60632,91988,20444
60002,92057,20642
60322,92007,20521
60566,92170,20678
60287,92171,20729
60443,92325,20892
74765,91388,51983
60472,92656,21304
60880,92916,21558
60755,92680,21277
60530,92812,21495
60538,93047,21810
60523,93385,22299
60399,93489,22490
60690,93565,22510
60498,93861,23025
60878,93964,23057
60641,94033,23254
60364,94006,23317
60687,94385,23865
60564,94171,23523
60343,94272,23809
60983,88206,16393
60883,88448,16634
60981,89131,17293
60806,89273,17481
60514,89533,17824
60830,90114,18353
60758,90344,18603
60849,90562,18814
60476,90644,18963
60686,91053,19367
60403,90861,19207
60797,91449,19788
60885,91239,19540
60557,91283,19639
60067,91483,19948
60457,91491,19887
60184,91292,19712
60753,92341,20855
60606,92515,21097
61082,92726,21278
60957,93168,21880
60658,93248,22063
95867,82675,53467
95598,82847,53631
60890,94133,23331
60874,94287,23606
61232,88068,16222
60987,88658,16813
61172,88461,16590
61516,88490,16559
61345,88258,16372
61333,88696,16786
61157,88904,17025
74521,90695,53005
74777,90737,52837
74493,90881,52762
61045,89924,18116
61394,90298,18453
61480,90044,18170
61167,90132,18313
61043,90328,18537
61317,90570,18753
61142,90795,19019
61429,91450,19708
61205,91206,19461
61066,91386,19680
61141,91589,19901
60762,91629,19999
60849,91949,20363
95941,82508,53217
74521,90531,53223
74746,90557,53081
61269,92917,21489
61186,93071,21704
61334,93223,21876
61468,93078,21665
61187,93335,22056
60896,93397,22212
61264,93486,22244
61396,93793,22641
61407,93649,22434
61099,93656,22524
61197,93886,22836
60823,93764,22762
61188,94091,23159
61460,94220,23283
61438,94067,23043
61189,94281,23477
45380,63732,40291
45599,63490,40277
61661,87822,15928
61516,88060,16163
74490,91066,52512
61692,88727,16759
61514,88934,16995
61860,88950,16957
61338,89149,17246
61541,89328,17401
61806,89156,17178
61698,90720,18868
61432,90812,19000
95936,82334,56763
95849,82062,56912
74688,90255,53490
74955,90217,53379
74733,90399,53284
61385,92763,21277
61618,92910,21428
61665,93292,21908
61414,93373,22059
61632,93508,22194
61709,93754,22510
61568,93925,22790
61908,93943,22733
61760,94131,23052
61720,94495,23665
61773,94340,23386
61500,94365,23514
62182,88086,16082
61844,88084,16130
61709,88274,16325
61918,88517,16524
62253,88544,16505
62135,88300,16288
61901,89644,17678
61862,89435,17462
62122,89807,17820
61951,90045,18102
61747,90232,18332
62021,90846,18972
62078,90608,18701
62146,90335,18392
61717,90479,18602
62172,91337,19509
61927,91752,20001
62058,91564,19774
61715,91605,19852
47132,93419,37840
47021,93453,38118
61827,92364,20737
62004,92598,21001
61631,92702,21168
61906,92800,21257
73641,61317,16073
62022,93214,21759
61756,93104,21654
62044,93450,22054
61929,93641,22316
62091,94106,22932
62196,93978,22723
74535,90387,53406
74331,90476,53393
62116,94289,23210
62050,94488,23552
74420,89915,54118
74590,89795,54140
62453,88187,16139
62584,88696,16612
62119,88789,16761
62405,89196,17134
62491,88975,16899
62110,89073,17047
62202,89552,17534
62482,89683,17636
62529,89445,17377
74413,90159,53791
74262,90064,54028
62468,90560,18604
62827,90543,18549
62601,90326,18327
62325,90731,18811
62701,91011,19096
62391,90942,19043
62439,91168,19296
62015,92168,20484
62180,92412,20762
62194,92826,21260
62620,92884,21302
62354,93071,21547
62377,93286,21810
62418,93520,22093
62068,93802,22504
62235,93653,22281
62362,93831,22494
62497,93704,22314
62418,94156,22942
62508,93985,22682
62447,94335,23213
62262,94607,23698
62374,94484,23466
62876,88921,16805
62733,89198,17098
62915,89438,17327
62787,89660,17576
63143,89666,17548
62481,89884,17855
62694,89816,17754
62717,90043,18001
62326,90088,18097
62817,91189,19290
62748,91542,19698
62600,91375,19518
62428,91559,19739
62729,91791,19990
62276,91809,20039
62538,92045,20302
62496,92405,20733
62721,93189,21667
62664,93399,21923
62739,93882,22519
62814,93595,22149
62800,94107,22816
74588,89467,54543
74590,89640,54335
74367,89651,54523
62726,94444,23336
62591,94642,23683
62918,94756,23816
62936,94610,23572
63319,88319,16186
63349,89004,16854
63094,89206,17074
63295,89444,17304
63518,89656,17512
62971,89842,17753
63329,89864,17747
63517,90059,17947
63145,90073,17990
62977,90290,18248
63390,90276,18197
63221,90506,18471
63602,90480,18413
62712,90803,18855
63119,90725,18730
63069,90983,19034
74424,89786,54290
63350,91077,19125
63140,91219,19302
62930,91391,19514
63070,91603,19752
63267,91425,19536
63170,92210,20479
62792,92259,20547
63064,92411,20721
62969,92824,21216
63296,92865,21260
62985,93392,21895
63109,93783,22364
63120,94005,22650
63113,94175,22886
63142,94486,23352
63221,94302,23065
62955,94316,23107
63197,94701,23690
63167,88783,16646
95795,82302,52624
63686,89870,17732
63796,90259,18154
63490,91241,19309
63823,91235,19289
63651,91065,19093
63669,91475,19582
63402,91631,19775
63682,91673,19821
63171,91833,20021
63510,91837,20021
63332,92019,20245
63531,92224,20497
63523,92732,21105
63262,93298,21778
63131,93586,22121
63301,93457,21965
66915,68969,11484
66723,69164,11354
66924,69265,11532
63444,93887,22486
63446,93632,22171
63520,94165,22857
63512,94400,23199
74605,89263,54763
63487,94582,23479
63529,94765,23770
64190,88138,15989
63702,89023,16859
64033,89063,16895
63850,89239,17072
74407,89450,54745
67317,65052,10950
67596,65030,11134
64157,90148,18023
63832,90044,17915
63923,90486,18405
64159,90367,18266
63484,90684,18656
63759,90633,18581
63785,90847,18830
63433,90891,18901
64083,91402,19487
74420,89296,54922
63869,91808,19986
63683,92009,20234
63884,92204,20481
95745,82489,52908
63614,93381,21876
64027,93373,21880
63735,93774,22348
63980,93910,22528
64107,93713,22289
63753,93974,22602
63999,94117,22803
63790,94682,23629
95525,82563,52655
95575,82380,52348
64026,88326,16172
64088,88526,16367
95826,82126,52385
64150,89234,17068
64025,89412,17247
64249,89619,17461
64532,89794,17653
64112,89888,17742
64699,90041,17919
64424,90028,17895
64493,90233,18117
64450,90493,18404
64048,90687,18632
64344,90713,18655
64182,90535,18454
64092,90855,18828
74563,88585,55573
74418,88776,55573
74425,88610,55774
74672,88957,55021
64232,91190,19228
74575,88889,55212
74461,89091,55125
74433,88920,55367
63987,91633,19772
64227,91792,19976
64033,91996,20227
64600,92166,20470
64415,91984,20229
95940,81812,57088
95662,81561,57066
95923,81440,57213
64414,93406,21943
64187,93530,22074
63856,93578,22114
64492,93662,22256
64280,93901,22537
64240,94312,23092
64591,94311,23126
64437,94120,22841
63751,94518,23376
64081,94515,23381
63843,94350,23128
64417,94455,23314
64419,94613,23549
63808,94839,23883
64131,94751,23746
64734,88258,16125
95876,81896,52158
66679,73511,12113
66451,73613,11940
64899,89612,17487
64594,89553,17407
74598,89128,54923
64806,90219,18114
64696,90635,18568
64620,90835,18800
64389,90974,18965
64796,90989,18988
64650,91181,19221
65045,91182,19236
64467,91387,19473
64839,91393,19494
64668,91545,19681
74571,88422,55741
64621,91746,19936
64803,91970,20235
64587,92619,21019
64922,92583,21002
64699,93483,22061
64745,93891,22572
74568,88748,55381
74753,88526,55352
65050,88369,16258
95952,81627,51978
95703,81901,51843
65218,89449,17351
65222,89725,17630
64933,89851,17735
65115,90300,18218
64790,90407,18316
64946,90796,18761
65025,90565,18501
74688,87784,56087
74558,87857,56303
74657,87632,56255
64964,91578,19738
64926,92205,20543
65294,92241,20618
65035,92386,20773
65132,92793,21274
64984,93004,21516
65356,92990,21538
65351,93381,22018
65170,93208,21783
65014,93426,22028
65267,93565,22232
64895,93623,22254
65545,93714,22464
65136,93783,22487
65073,93983,22739
64836,94129,22903
65196,94146,22981
66053,69267,10825
64952,94309,23171
64686,94493,23399
64750,94698,23711
65032,88116,16004
65437,88465,16390
65496,88734,16666
65591,89591,17532
65453,89883,17813
65188,89916,17822
65314,90079,18001
64997,90074,17971
65293,90722,18693
65213,90979,18993
65556,91017,19063
65409,91199,19280
65750,91147,19239
65218,91381,19500
65325,91596,19786
65422,91834,20106
65057,91790,20020
65197,92012,20318
65589,92739,21255
65702,92982,21570
65525,93501,22192
65618,94116,23016
65374,93929,22717
65355,94330,23266
65688,94334,23333
65058,94559,23547
95967,81099,57299
95692,81230,57176
65532,90256,18205
65903,90221,18205
65683,90042,17998
65792,90479,18464
65575,90658,18641
65850,90698,18708
65575,90831,18840
65888,90938,18993
66314,90955,19054
66037,91176,19299
65709,92288,20713
65555,92051,20398
65729,92508,20987
74700,88236,55703
74824,88069,55630
66141,93139,21830
65995,93008,21640
65839,93172,21826
65508,93184,21795
65678,93353,22030
65972,93670,22488
65809,93521,22265
65821,93867,22717
66293,94469,23645
66447,91184,19348
66497,91550,19823
66206,91608,19874
66873,91609,19932
66028,92215,20652
66279,92249,20718
66710,92472,21046
66610,92770,21418
66558,92613,21209
66315,92715,21310
66486,93714,22645
66502,93490,22350
66271,93632,22496
66122,93492,22285
66155,93814,22714
66457,93944,22950
66031,94029,22979
66202,94129,23151
66443,94159,23243
66757,94162,23312
65744,88557,16516
65735,89833,17792
66039,89947,17942
66233,90164,18184
66542,90089,18144
66497,90321,18376
66067,90565,18583
66363,90551,18600
