"Points:0","Points:1","Points:2"
-2.0654,10.604,-3.7705
-2.0707,10.606,-3.7619
-2.0619,10.614,-3.7608
-2.0484,10.619,-3.7687
-2.0672,10.616,-3.7518
-2.0443,10.625,-3.7637
-2.028,10.631,-3.7755
-2.0239,10.637,-3.7702
-2.0076,10.641,-3.7872
-2.0203,10.631,-3.7857
-2.0119,10.632,-3.796
-1.9933,10.646,-3.8006
-1.9875,10.645,-3.8121
-1.9731,10.652,-3.8227
-1.9667,10.651,-3.834
-1.9581,10.66,-3.8341
-1.9514,10.659,-3.8452
-1.935,10.672,-3.8508
-1.9366,10.667,-3.8559
-1.9207,10.675,-3.8671
-1.9197,10.681,-3.862
-1.8979,10.693,-3.8774
-1.8977,10.698,-3.8718
-1.8836,10.709,-3.8777
-1.8909,10.708,-3.867
-1.9184,10.686,-3.8567
-1.9154,10.695,-3.8469
-1.9326,10.682,-3.8402
-1.9201,10.696,-3.8368
-1.8988,10.711,-3.847
-1.895,10.71,-3.8572
-1.8814,10.72,-3.8639
-1.8754,10.728,-3.8584
-1.8795,10.728,-3.8472
-1.9024,10.711,-3.8361
-1.9247,10.696,-3.8262
-1.9061,10.712,-3.8238
-1.9294,10.696,-3.8141
-1.9541,10.679,-3.8017
-1.9507,10.678,-3.8122
-1.9766,10.662,-3.799
-1.98,10.663,-3.7887
-1.9926,10.651,-3.7928
-1.9708,10.661,-3.8108
-1.9644,10.661,-3.8224
-1.9484,10.673,-3.8281
-1.947,10.678,-3.8221
-1.9497,10.669,-3.8339
-1.9338,10.677,-3.8455
-2.0024,10.65,-3.7776
-1.983,10.664,-3.7778
-1.9967,10.657,-3.7653
-1.979,10.668,-3.7716
-1.9598,10.68,-3.7788
-1.9699,10.67,-3.7888
-1.9337,10.695,-3.8011
-1.9254,10.703,-3.7932
-1.9036,10.718,-3.8039
-1.9049,10.715,-3.814
-1.8927,10.725,-3.8164
-1.8787,10.738,-3.8087
-1.8958,10.727,-3.7902
-1.9165,10.712,-3.7849
-1.9069,10.721,-3.7751
-1.9288,10.705,-3.7663
-1.9364,10.698,-3.7735
-1.9376,10.696,-3.7819
-1.9482,10.689,-3.7762
-1.9566,10.685,-3.7618
-1.9748,10.672,-3.7653
-1.9732,10.674,-3.757
-1.9705,10.677,-3.7495
-1.9412,10.697,-3.7554
-1.9334,10.703,-3.7532
-1.9119,10.72,-3.7575
-1.9248,10.71,-3.749
-1.9159,10.718,-3.7446
-1.903,10.727,-3.7529
-1.8975,10.73,-3.7656
-1.8877,10.736,-3.7802
-1.8742,10.749,-3.7792
-1.884,10.742,-3.7649
-1.8709,10.754,-3.7643
-1.8825,10.745,-3.7563
-1.8777,10.751,-3.7409
-1.8562,10.771,-3.7571
-1.8697,10.759,-3.7372
-1.8811,10.75,-3.7284
-1.8894,10.742,-3.7322
-1.8943,10.735,-3.7483
-1.907,10.726,-3.7399
-1.9021,10.732,-3.7234
-1.9199,10.716,-3.7312
-1.924,10.714,-3.7191
-1.9331,10.707,-3.7225
-1.9355,10.704,-3.7318
-1.9499,10.693,-3.7296
-1.9462,10.697,-3.7137
-1.9627,10.685,-3.7171
-1.9665,10.681,-3.7329
-1.9532,10.689,-3.7447
-1.9377,10.701,-3.7405
-1.9689,10.679,-3.7409
-1.9843,10.669,-3.7372
-1.9862,10.667,-3.7448
-2.0009,10.659,-3.74
-1.9999,10.661,-3.7319
-1.9971,10.663,-3.7244
-1.9822,10.671,-3.7293
-1.98,10.673,-3.7208
-1.9927,10.667,-3.7081
-2.0006,10.662,-3.71
-2.0047,10.661,-3.696
-1.9888,10.67,-3.6916
-2.0002,10.665,-3.6791
-1.9835,10.675,-3.6738
-1.9713,10.681,-3.6868
-1.9707,10.683,-3.6713
-1.9583,10.69,-3.6842
-1.9584,10.689,-3.7007
-1.9454,10.699,-3.6982
-1.9443,10.701,-3.6814
-1.9571,10.692,-3.6678
-1.9431,10.702,-3.665
-1.9247,10.716,-3.6736
-1.9264,10.714,-3.6903
-1.936,10.706,-3.6943
-1.9281,10.712,-3.7064
-1.9092,10.727,-3.6988
-1.9151,10.721,-3.7149
-1.9057,10.73,-3.7111
-1.8966,10.738,-3.7074
-1.8941,10.741,-3.6912
-1.9095,10.728,-3.6819
-1.9097,10.728,-3.6636
-1.9256,10.716,-3.6548
-1.9166,10.723,-3.6428
-1.8998,10.737,-3.6519
-1.8914,10.744,-3.6739
-1.882,10.753,-3.6652
-1.8736,10.76,-3.6841
-1.8791,10.754,-3.7004
-1.8843,10.748,-3.716
-1.8759,10.756,-3.7127
-1.8623,10.767,-3.7337
-1.8929,10.74,-3.7196
-1.8681,10.764,-3.7095
-1.8561,10.775,-3.7216
-1.8541,10.776,-3.7319
-1.8491,10.779,-3.7536
-1.8423,10.788,-3.7502
-1.8463,10.786,-3.7301
-1.8354,10.798,-3.7416
-1.8325,10.799,-3.7562
-1.8366,10.791,-3.7688
-1.8267,10.803,-3.7742
-1.8311,10.795,-3.7862
-1.8224,10.806,-3.7897
-1.8154,10.811,-3.8064
-1.8238,10.8,-3.8037
-1.8331,10.788,-3.7996
-1.8404,10.784,-3.7825
-1.8427,10.778,-3.7966
-1.8352,10.782,-3.8138
-1.8255,10.793,-3.8173
-1.8262,10.789,-3.8264
-1.8369,10.774,-3.8318
-1.8457,10.771,-3.8102
-1.8467,10.767,-3.8195
-1.8465,10.763,-3.8329
-1.8572,10.756,-3.8197
-1.857,10.76,-3.8063
-1.8675,10.749,-3.8075
-1.8774,10.743,-3.795
-1.8656,10.754,-3.7929
-1.8536,10.767,-3.7925
-1.85,10.773,-3.7788
-1.8617,10.761,-3.779
-1.8679,10.745,-3.8214
-1.8571,10.752,-3.834
-1.8801,10.732,-3.8292
-1.8682,10.74,-3.8409
-1.8918,10.72,-3.8361
-1.8567,10.747,-3.8522
-1.8675,10.735,-3.8583
-1.8477,10.752,-3.8624
-1.8463,10.759,-3.8482
-1.8415,10.767,-3.8398
-1.8358,10.765,-3.8618
-1.8268,10.777,-3.8582
-1.8215,10.781,-3.865
-1.8244,10.773,-3.8751
-1.8389,10.758,-3.8724
-1.8273,10.765,-3.8852
-1.8138,10.783,-3.8831
-1.8196,10.769,-3.897
-1.8298,10.758,-3.8942
-1.8179,10.767,-3.9055
-1.8254,10.757,-3.9078
-1.8386,10.747,-3.8975
-1.8463,10.744,-3.8867
-1.8425,10.75,-3.8821
-1.8558,10.742,-3.8693
-1.8613,10.735,-3.874
-1.8663,10.727,-3.8786
-1.8566,10.731,-3.8899
-1.8661,10.721,-3.8889
-1.8599,10.724,-3.8949
-1.847,10.735,-3.9009
-1.833,10.745,-3.9111
-1.8408,10.731,-3.9156
-1.8509,10.727,-3.9053
-1.8546,10.718,-3.9096
-1.8438,10.723,-3.9199
-1.8485,10.713,-3.9227
-1.8745,10.706,-3.8953
-1.8337,10.727,-3.9293
-1.8272,10.741,-3.925
-1.8196,10.739,-3.9376
-1.826,10.724,-3.9409
-1.8391,10.715,-3.932
-1.8444,10.702,-3.9346
-1.8264,10.711,-3.9483
-1.8497,10.691,-3.9352
-1.8626,10.685,-3.926
-1.8807,10.67,-3.916
-1.8655,10.689,-3.9203
-1.8907,10.673,-3.904
-1.8961,10.664,-3.9045
-1.9099,10.655,-3.8959
-1.9238,10.647,-3.8871
-1.9014,10.653,-3.9049
-1.8682,10.694,-3.9144
-1.818,10.722,-3.9513
-1.8128,10.737,-3.9483
-1.8051,10.734,-3.9588
-1.8095,10.72,-3.9611
-1.7957,10.734,-3.9689
-1.7999,10.718,-3.971
-1.7867,10.731,-3.9786
-1.7953,10.712,-3.9776
-1.7807,10.725,-3.9862
-1.7732,10.745,-3.9863
-1.783,10.746,-3.9765
-1.7644,10.765,-3.9876
-1.7617,10.758,-3.9927
-1.756,10.753,-3.9999
-1.7642,10.737,-3.9979
-1.7431,10.743,-4.016
-1.7382,10.761,-4.0146
-1.7402,10.774,-4.0085
-1.7509,10.772,-3.9986
-1.7399,10.788,-4.0045
-1.755,10.788,-3.9881
-1.7646,10.775,-3.9831
-1.7613,10.788,-3.9806
-1.7717,10.774,-3.975
-1.7767,10.76,-3.9766
-1.7852,10.761,-3.9663
-1.7915,10.747,-3.9667
-1.7995,10.749,-3.9563
-1.7923,10.762,-3.9561
-1.8071,10.751,-3.945
-1.8171,10.749,-3.9319
-1.8077,10.757,-3.9383
-1.7934,10.768,-3.9496
-1.7943,10.774,-3.9424
-1.7867,10.774,-3.9547
-1.7815,10.786,-3.952
-1.7883,10.786,-3.9398
-1.801,10.775,-3.9294
-1.8078,10.763,-3.931
-1.8136,10.765,-3.9181
-1.8203,10.755,-3.9205
-1.8068,10.775,-3.9157
-1.8105,10.779,-3.8995
-1.7984,10.79,-3.9098
-1.8022,10.793,-3.894
-1.7913,10.804,-3.9043
-1.7947,10.807,-3.8892
-1.7849,10.818,-3.8999
-1.781,10.814,-3.9154
-1.7804,10.823,-3.9049
-1.7755,10.826,-3.914
-1.776,10.817,-3.9245
-1.7708,10.829,-3.923
-1.7708,10.837,-3.9127
-1.7752,10.835,-3.9036
-1.7731,10.842,-3.9009
-1.767,10.848,-3.9113
-1.7627,10.85,-3.9203
-1.7663,10.84,-3.9217
-1.762,10.842,-3.9303
-1.7573,10.857,-3.9286
-1.7569,10.849,-3.9369
-1.7589,10.84,-3.94
-1.7661,10.831,-3.932
-1.7629,10.829,-3.942
-1.7709,10.82,-3.9337
-1.7653,10.821,-3.9449
-1.7599,10.823,-3.9557
-1.7555,10.839,-3.95
-1.7552,10.83,-3.9593
-1.755,10.824,-3.9654
-1.7638,10.813,-3.9584
-1.7545,10.818,-3.9709
-1.7608,10.81,-3.9666
-1.7559,10.81,-3.9749
-1.7477,10.813,-3.9849
-1.7498,10.825,-3.9744
-1.7441,10.826,-3.983
-1.745,10.833,-3.9773
-1.7505,10.838,-3.9629
-1.746,10.846,-3.9662
-1.7535,10.847,-3.9469
-1.7468,10.855,-3.9568
-1.7518,10.856,-3.9437
-1.7458,10.868,-3.9498
-1.7526,10.866,-3.9336
-1.7571,10.865,-3.9228
-1.7636,10.859,-3.9098
-1.7571,10.872,-3.9173
-1.7614,10.876,-3.9019
-1.7563,10.881,-3.9134
-1.7579,10.888,-3.9049
-1.7609,10.888,-3.8957
-1.7655,10.879,-3.8862
-1.7664,10.868,-3.8926
-1.7677,10.86,-3.8965
-1.7717,10.861,-3.883
-1.7754,10.846,-3.8886
-1.7694,10.852,-3.8994
-1.7798,10.832,-3.894
-1.7832,10.834,-3.8811
-1.7788,10.848,-3.8754
-1.7863,10.835,-3.8685
-1.7916,10.823,-3.8715
-1.7945,10.825,-3.8585
-1.8028,10.809,-3.8613
-1.8074,10.808,-3.8483
-1.8128,10.798,-3.8515
-1.8178,10.797,-3.8382
-1.812,10.806,-3.8348
-1.799,10.823,-3.8453
-1.8032,10.822,-3.8324
-1.8166,10.805,-3.8206
-1.8087,10.82,-3.8136
-1.7954,10.838,-3.8296
-1.7916,10.839,-3.8434
-1.7885,10.85,-3.8346
-1.786,10.849,-3.8467
-1.7891,10.837,-3.8557
-1.7818,10.849,-3.8628
-1.7808,10.861,-3.8501
-1.7766,10.861,-3.8661
-1.776,10.867,-3.8604
-1.7752,10.874,-3.856
-1.7786,10.874,-3.8418
-1.7835,10.861,-3.8383
-1.786,10.862,-3.8263
-1.7922,10.849,-3.8211
-1.7968,10.844,-3.8076
-1.787,10.865,-3.8154
-1.7814,10.873,-3.8293
-1.7838,10.873,-3.8178
-1.7879,10.868,-3.8037
-1.7948,10.853,-3.799
-1.7952,10.856,-3.7881
-1.8045,10.84,-3.7751
-1.8044,10.837,-3.7857
-1.8132,10.825,-3.7688
-1.8161,10.824,-3.7545
-1.8091,10.835,-3.758
-1.8196,10.821,-3.739
-1.8288,10.808,-3.7329
-1.8257,10.81,-3.7482
-1.8396,10.795,-3.7207
-1.8404,10.796,-3.7061
-1.8282,10.812,-3.7104
-1.8418,10.795,-3.6908
-1.8526,10.783,-3.6776
-1.8513,10.783,-3.6942
-1.8631,10.771,-3.6809
-1.8723,10.762,-3.6559
-1.8617,10.773,-3.6533
-1.8801,10.755,-3.6347
-1.8897,10.746,-3.6399
-1.8977,10.738,-3.617
-1.9065,10.731,-3.6297
-1.9245,10.716,-3.5914
-1.924,10.717,-3.6191
-1.9419,10.703,-3.6212
-1.942,10.703,-3.591
-1.9567,10.693,-3.6088
-1.9561,10.692,-3.5581
-1.9702,10.684,-3.5917
-1.9747,10.681,-3.5642
-1.9894,10.673,-3.5973
-1.9804,10.678,-3.6101
-1.9703,10.684,-3.6253
-1.9893,10.673,-3.6265
-1.9797,10.678,-3.6403
-1.9924,10.671,-3.6447
-1.9827,10.676,-3.6581
-1.9698,10.684,-3.6543
-1.995,10.669,-3.6616
-2.0066,10.663,-3.6485
-2.0109,10.66,-3.6675
-2.0078,10.661,-3.6823
-2.0159,10.657,-3.6842
-2.0263,10.653,-3.6732
-2.0328,10.65,-3.6858
-2.0444,10.647,-3.6736
-2.0504,10.644,-3.6872
-2.0631,10.641,-3.6741
-2.0637,10.639,-3.6885
-2.0744,10.637,-3.6808
-2.0837,10.637,-3.6696
-2.0758,10.64,-3.6613
-2.0583,10.644,-3.6608
-2.0706,10.642,-3.6467
-2.0888,10.638,-3.6487
-2.0862,10.638,-3.6596
-2.0978,10.635,-3.6582
-2.1108,10.635,-3.6456
-2.1026,10.638,-3.636
-2.0928,10.639,-3.635
-2.0836,10.64,-3.635
-2.0969,10.64,-3.6205
-2.0767,10.643,-3.6174
-2.0865,10.643,-3.5925
-2.1084,10.64,-3.5995
-2.0963,10.644,-3.5664
-2.1216,10.641,-3.583
-2.1273,10.639,-3.5992
-2.1374,10.64,-3.5889
-2.146,10.638,-3.5994
-2.1314,10.637,-3.6113
-2.113,10.639,-3.6126
-2.1168,10.637,-3.6235
-2.1137,10.636,-3.6349
-2.1304,10.636,-3.6228
-2.1291,10.634,-3.6341
-2.143,10.635,-3.6224
-2.1414,10.633,-3.6328
-2.1559,10.634,-3.6208
-2.1543,10.631,-3.631
-2.1684,10.633,-3.6194
-2.1662,10.63,-3.6298
-2.1784,10.629,-3.6252
-2.1877,10.631,-3.6175
-2.1809,10.635,-3.6088
-2.1703,10.635,-3.6092
-2.1825,10.637,-3.5987
-2.1721,10.638,-3.5985
-2.1574,10.636,-3.6096
-2.1593,10.638,-3.5987
-2.1445,10.637,-3.6116
-2.1612,10.64,-3.5871
-2.1471,10.64,-3.5791
-2.1635,10.642,-3.5658
-2.1482,10.643,-3.5538
-2.1661,10.645,-3.5418
-2.1515,10.646,-3.5281
-2.1519,10.65,-3.4963
-2.1686,10.649,-3.5143
-2.1706,10.652,-3.4899
-2.1606,10.655,-3.4561
-2.1472,10.655,-3.4514
-2.141,10.659,-3.4075
-2.1548,10.66,-3.4124
-2.1398,10.663,-3.3756
-2.1528,10.664,-3.3804
-2.1374,10.666,-3.3439
-2.1533,10.668,-3.3457
-2.1347,10.671,-3.3008
-2.1187,10.667,-3.3148
-2.1164,10.672,-3.2717
-2.1001,10.669,-3.2859
-2.1057,10.665,-3.3239
-2.0898,10.665,-3.314
-2.0816,10.67,-3.2574
-2.0899,10.672,-3.2505
-2.0793,10.675,-3.2177
-2.0635,10.672,-3.229
-2.0636,10.669,-3.2588
-2.0779,10.668,-3.2804
-2.0738,10.665,-3.3041
-2.0578,10.666,-3.3007
-2.0702,10.662,-3.3415
-2.0584,10.663,-3.337
-2.06,10.661,-3.3616
-2.0471,10.664,-3.3326
-2.0449,10.667,-3.2875
-2.0327,10.669,-3.2748
-2.0314,10.672,-3.2385
-2.0454,10.67,-3.2603
-2.0407,10.673,-3.2232
-2.0521,10.673,-3.2261
-2.0401,10.676,-3.1935
-2.0512,10.676,-3.1964
-2.0391,10.679,-3.1636
-2.0614,10.676,-3.1927
-2.0491,10.68,-3.1599
-2.0374,10.684,-3.1272
-2.0231,10.682,-3.1474
-2.0163,10.688,-3.0982
-2.0265,10.688,-3.094
-2.0188,10.691,-3.0754
-2.0028,10.694,-3.0606
-2.0004,10.691,-3.0831
-2.0081,10.684,-3.1319
-1.9964,10.689,-3.1004
-1.9947,10.687,-3.122
-1.9996,10.682,-3.165
-2.0138,10.679,-3.1775
-2.0182,10.675,-3.2177
-2.0072,10.676,-3.215
-2.0131,10.673,-3.2524
-2.0268,10.668,-3.3085
-2.0077,10.672,-3.2855
-2.0021,10.675,-3.2492
-1.9963,10.678,-3.2125
-1.986,10.68,-3.2101
-1.9915,10.677,-3.2462
-1.9759,10.682,-3.2078
-1.9776,10.684,-3.1844
-1.9624,10.688,-3.1705
-1.9606,10.687,-3.1938
-1.9697,10.682,-3.2411
-1.957,10.687,-3.2258
-1.9457,10.692,-3.1799
-1.9475,10.693,-3.1566
-1.933,10.699,-3.1425
-1.9411,10.696,-3.1379
-1.9284,10.703,-3.1007
-1.9366,10.701,-3.096
-1.9493,10.694,-3.1333
-1.951,10.696,-3.1094
-1.9381,10.703,-3.072
-1.9239,10.708,-3.0589
-1.9309,10.709,-3.0296
-1.9196,10.713,-3.0257
-1.9145,10.718,-2.9923
-1.9263,10.715,-2.9962
-1.92,10.721,-2.9596
-1.9083,10.726,-2.9483
-1.9021,10.733,-2.911
-1.9167,10.729,-2.9166
-1.907,10.735,-2.8929
-1.895,10.741,-2.8788
-1.8919,10.747,-2.8503
-1.9118,10.738,-2.8744
-1.9016,10.748,-2.8356
-1.9228,10.739,-2.8588
-1.9276,10.731,-2.8901
-1.9429,10.73,-2.886
-1.9338,10.74,-2.8431
-1.9497,10.737,-2.8522
-1.9581,10.726,-2.8977
-1.9619,10.729,-2.8798
-1.9734,10.722,-2.91
-1.9699,10.718,-2.9316
-1.9549,10.722,-2.9194
-1.9661,10.714,-2.9536
-1.9543,10.715,-2.9549
-1.9768,10.707,-2.9883
-1.9807,10.711,-2.9664
-1.9914,10.704,-3.0019
-1.9871,10.7,-3.0235
-1.974,10.704,-3.0104
-1.9707,10.701,-3.0326
-1.9848,10.694,-3.0682
-2.0056,10.697,-3.0382
-1.9681,10.696,-3.077
-1.982,10.689,-3.1125
-1.9669,10.693,-3.0999
-1.9526,10.698,-3.0853
-1.9548,10.702,-3.0414
-1.9419,10.703,-3.0578
-1.9428,10.706,-3.0354
-1.9377,10.711,-3
-1.949,10.709,-2.9987
-1.9311,10.719,-2.958
-1.9428,10.717,-2.9564
-1.9608,10.708,-2.9975
-1.9579,10.705,-3.0196
-1.9432,10.723,-2.9211
-1.9318,10.725,-2.9228
-1.9655,10.691,-3.123
-1.9572,10.693,-3.1282
-1.964,10.69,-3.1469
-1.9791,10.685,-3.1607
-1.9806,10.687,-3.1365
-1.9894,10.683,-3.1628
-1.998,10.68,-3.1887
-2.0083,10.701,-3.0156
-2.0213,10.694,-3.053
-2.0252,10.698,-3.0307
-2.038,10.693,-3.0676
-2.0362,10.689,-3.09
-2.0454,10.69,-3.0863
-2.0471,10.685,-3.1234
-2.0569,10.686,-3.1195
-2.0548,10.691,-3.0824
-2.0669,10.688,-3.114
-2.0684,10.682,-3.1517
-2.0591,10.681,-3.1562
-2.0808,10.679,-3.1838
-2.071,10.678,-3.1883
-2.098,10.673,-3.2436
-2.1029,10.678,-3.2116
-2.117,10.677,-3.2347
-2.1142,10.681,-3.2066
-2.1015,10.683,-3.174
-2.0911,10.681,-3.1789
-2.078,10.684,-3.147
-2.0891,10.686,-3.1411
-2.077,10.69,-3.1086
-2.0622,10.694,-3.0718
-2.0694,10.697,-3.0611
-2.0805,10.696,-3.0743
-2.0898,10.693,-3.1042
-2.0988,10.697,-3.0902
-2.0888,10.701,-3.0581
-2.0975,10.706,-3.0427
-2.1068,10.702,-3.0736
-2.1025,10.71,-3.0268
-2.1093,10.709,-3.0427
-2.1073,10.715,-3.011
-2.1207,10.713,-3.0429
-2.1189,10.705,-3.0745
-2.1344,10.711,-3.0752
-2.1296,10.703,-3.1037
-2.1171,10.699,-3.1064
-2.1327,10.695,-3.1483
-2.1236,10.69,-3.1627
-2.1116,10.689,-3.1489
-2.0999,10.689,-3.1354
-2.1252,10.684,-3.2016
-2.144,10.686,-3.2166
-2.1389,10.682,-3.2325
-2.1314,10.676,-3.2583
-2.1422,10.678,-3.2614
-2.1504,10.674,-3.3021
-2.1531,10.68,-3.2645
-2.1664,10.678,-3.3035
-2.1694,10.671,-3.3476
-2.1865,10.675,-3.3497
-2.1783,10.68,-3.3076
-2.1649,10.683,-3.268
-2.1764,10.686,-3.2716
-2.1902,10.683,-3.3117
-2.189,10.688,-3.2845
-2.1863,10.692,-3.2561
-2.1748,10.69,-3.2441
-2.1658,10.697,-3.1962
-2.1846,10.697,-3.2285
-2.1956,10.699,-3.2405
-2.1976,10.694,-3.2683
-2.2082,10.688,-3.3177
-2.2103,10.696,-3.2821
-2.2211,10.689,-3.3374
-2.2256,10.694,-3.3236
-2.2281,10.703,-3.288
-2.2127,10.701,-3.265
-2.1949,10.705,-3.2136
-2.2149,10.706,-3.2478
-2.1939,10.711,-3.187
-2.2112,10.713,-3.2138
-2.2043,10.721,-3.1709
-2.1811,10.715,-3.1466
-2.191,10.724,-3.1314
-2.2168,10.724,-3.1836
-2.2142,10.731,-3.1546
-2.2016,10.735,-3.1129
-2.1833,10.734,-3.0782
-2.1897,10.74,-3.0701
-2.2005,10.744,-3.0822
-2.1878,10.748,-3.037
-2.1763,10.744,-3.0237
-2.1706,10.753,-2.9789
-2.1645,10.747,-2.988
-2.1527,10.75,-2.9518
-2.158,10.757,-2.9373
-2.1499,10.761,-2.9079
-2.1441,10.754,-2.9208
-2.1345,10.748,-2.924
-2.146,10.744,-2.9593
-2.1581,10.741,-2.9972
-2.1505,10.736,-2.9991
-2.1392,10.739,-2.9669
-2.1428,10.732,-3.0011
-2.1322,10.733,-2.9745
-2.1207,10.737,-2.9401
-2.1162,10.747,-2.8973
-2.1264,10.752,-2.8949
-2.1177,10.757,-2.8652
-2.1076,10.749,-2.8763
-2.1008,10.742,-2.8912
-2.1099,10.735,-2.9315
-2.099,10.733,-2.9232
-2.0852,10.739,-2.8856
-2.0921,10.745,-2.8709
-2.0832,10.748,-2.8498
-2.0767,10.742,-2.866
-2.0703,10.736,-2.8806
-2.0838,10.73,-2.9175
-2.0685,10.728,-2.9122
-2.0814,10.722,-2.9487
-2.0685,10.722,-2.938
-2.072,10.713,-2.9815
-2.0898,10.713,-2.9961
-2.0848,10.709,-3.012
-2.0798,10.705,-3.0277
-2.0623,10.704,-3.0131
-2.059,10.713,-2.9706
-2.0635,10.717,-2.954
-2.055,10.722,-2.9272
-2.0552,10.728,-2.9013
-2.0471,10.728,-2.8959
-2.0418,10.722,-2.9169
-2.0371,10.718,-2.9328
-2.0457,10.713,-2.9597
-2.025,10.714,-2.9475
-2.0375,10.707,-2.9841
-2.0541,10.709,-2.9864
-2.0499,10.706,-2.9985
-2.0439,10.7,-3.0282
-2.0291,10.702,-3.008
-2.0164,10.709,-2.9714
-2.0124,10.704,-2.9936
-1.9996,10.711,-2.9576
-2.0034,10.716,-2.9355
-2.0159,10.719,-2.9213
-2.0001,10.721,-2.9105
-1.9848,10.719,-2.9211
-1.9848,10.724,-2.8982
-1.9844,10.714,-2.9446
-1.9956,10.707,-2.9798
-1.9965,10.727,-2.886
-2.0128,10.725,-2.8962
-2.0093,10.73,-2.8711
-2.0285,10.723,-2.9069
-2.0255,10.729,-2.8814
-2.0338,10.728,-2.8867
-2.039,10.734,-2.8659
-2.0551,10.734,-2.8759
-2.0487,10.744,-2.8374
-2.0616,10.74,-2.8611
-2.0679,10.745,-2.8463
-2.055,10.749,-2.8223
-2.0413,10.754,-2.7996
-2.0321,10.744,-2.8278
-2.0277,10.75,-2.8056
-2.0149,10.745,-2.8183
-2.0221,10.735,-2.8559
-2.0014,10.741,-2.8279
-1.988,10.739,-2.8374
-1.9827,10.745,-2.8125
-1.9719,10.742,-2.8263
-1.967,10.748,-2.8043
-1.977,10.752,-2.7887
-1.9964,10.748,-2.8034
-1.9906,10.755,-2.7795
-2.0096,10.752,-2.7937
-2.0037,10.759,-2.7696
-1.9841,10.762,-2.7556
-1.9918,10.769,-2.7366
-2.0155,10.766,-2.7519
-2.023,10.756,-2.7844
-2.0347,10.764,-2.7664
-2.0513,10.765,-2.773
-2.0611,10.756,-2.8072
-2.0712,10.767,-2.7805
-2.0608,10.777,-2.7462
-2.0766,10.779,-2.7527
-2.0629,10.79,-2.7171
-2.0456,10.787,-2.7115
-2.0441,10.775,-2.74
-2.0282,10.786,-2.7055
-2.0271,10.774,-2.7342
-2.0105,10.785,-2.6999
-2.0198,10.792,-2.6882
-2.0067,10.794,-2.6773
-1.9928,10.797,-2.6673
-1.986,10.788,-2.6858
-2.0014,10.777,-2.718
-2.0145,10.775,-2.7261
-1.9787,10.78,-2.7049
-1.9703,10.789,-2.6804
-1.9639,10.782,-2.6992
-1.955,10.791,-2.6744
-1.9486,10.784,-2.6937
-1.9402,10.793,-2.6703
-1.9229,10.796,-2.6627
-1.9316,10.787,-2.6862
-1.94,10.778,-2.7109
-1.9566,10.775,-2.7181
-1.9477,10.769,-2.735
-1.9313,10.772,-2.728
-1.9234,10.781,-2.7038
-1.9055,10.785,-2.6969
-1.9209,10.769,-2.7429
-1.9442,10.758,-2.7716
-1.954,10.762,-2.7569
-1.9609,10.755,-2.7805
-1.9707,10.759,-2.7655
-1.9637,10.767,-2.7422
-1.9713,10.773,-2.7236
-1.9509,10.751,-2.7953
-1.957,10.744,-2.8196
-1.9335,10.754,-2.7874
-1.9422,10.745,-2.8194
-1.9232,10.752,-2.8025
-1.9085,10.76,-2.7765
-1.9108,10.765,-2.7572
-1.8964,10.78,-2.7145
-1.8968,10.773,-2.7387
-1.8933,10.769,-2.7523
-1.8822,10.78,-2.7205
-1.8762,10.774,-2.7479
-1.8603,10.789,-2.7058
-1.8518,10.786,-2.7225
-1.836,10.8,-2.6825
-1.8441,10.804,-2.6653
-1.8697,10.792,-2.6889
-1.8525,10.808,-2.6475
-1.8334,10.817,-2.6308
-1.8265,10.828,-2.6015
-1.8609,10.813,-2.6292
-1.8794,10.796,-2.6712
-1.8791,10.803,-2.6521
-1.897,10.8,-2.656
-1.9146,10.79,-2.6792
-1.8968,10.807,-2.6374
-1.9061,10.813,-2.6206
-1.931,10.802,-2.6465
-1.9152,10.82,-2.6043
-1.9392,10.809,-2.6298
-1.9463,10.8,-2.6511
-1.961,10.799,-2.6559
-1.9542,10.808,-2.6344
-1.9772,10.798,-2.6615
-1.9735,10.808,-2.6378
-1.947,10.817,-2.6135
-1.9676,10.818,-2.6161
-1.9853,10.818,-2.6203
-1.9884,10.806,-2.6467
-2.0024,10.804,-2.6555
-2.0119,10.811,-2.6439
-2.0159,10.801,-2.666
-2.0289,10.799,-2.6767
-2.0301,10.813,-2.6485
-2.0082,10.822,-2.6211
-1.9968,10.82,-2.6206
-1.9931,10.831,-2.5984
-1.9809,10.829,-2.5976
-1.9611,10.828,-2.5941
-1.9555,10.84,-2.5702
-1.9357,10.839,-2.5673
-1.9203,10.857,-2.5305
-1.9062,10.852,-2.5361
-1.8945,10.867,-2.5064
-1.9054,10.878,-2.4892
-1.9317,10.868,-2.5136
-1.9439,10.854,-2.5416
-1.9601,10.861,-2.5347
-1.9376,10.874,-2.5048
-1.9162,10.888,-2.4755
-1.9433,10.881,-2.4961
-1.9267,10.899,-2.4619
-1.9487,10.887,-2.4894
-1.9453,10.903,-2.4635
-1.9093,10.917,-2.4279
-1.9126,10.928,-2.4126
-1.8758,10.943,-2.3741
-1.8778,10.931,-2.3939
-1.8455,10.945,-2.3596
-1.8531,10.952,-2.3514
-1.8411,10.968,-2.3207
-1.8788,10.953,-2.3595
-1.8614,10.966,-2.3326
-1.8408,10.978,-2.3048
-1.8188,10.983,-2.2871
