Point ID,Points_0,Points_1,Points_2
0,45407.3,63609.8,22996.3
1,45507.6,63341.5,23164
2,45299.6,63614.6,23293
3,45211.7,63880.2,23090.6
4,45360.7,63812.4,22765.5
5,45152.1,64103.4,22850.9
6,45263,64070,22557.1
7,45058,64355.9,22627.5
8,44945.7,64371.9,22980.8
9,44879.9,64599.4,22712.6
10,44798.2,64612.3,22993
11,44657,64889.3,22910.7
12,44792.9,64809.9,22530.5
13,44614.5,65106.6,22517.1
14,44805.8,64891.9,22234.4
15,44972,64609.9,22323.1
16,44955.9,64752.7,21986.9
17,45115.1,64501.1,22051.7
18,45170.8,64320.9,22304.6
19,45295.6,64271.8,21969.8
20,45164.6,64550.7,21727.9
21,45410.8,64241.6,21625.5
22,45328.9,64444.3,21404.2
23,45170.4,64709.6,21291
24,44933,64909.3,21640.5
25,44823.3,64966.4,21935.4
26,44722.7,65175,21775.2
27,44668.9,65142.3,22124
28,44557,65391.8,21920.8
29,44619.6,65410.3,21583
30,44451.9,65649.2,21697.7
31,44528.8,65638.8,21394
32,44704.5,65400.2,21275.5
33,44811,65156.7,21459.8
34,44898.5,65149.4,21168.2
35,44959.5,64993.7,21323.2
36,45042.4,64965.7,21114.4
37,45036.1,65106.2,20844.5
38,44826.2,65360.2,20958.8
39,44931,65387.6,20627.4
40,44749.2,65585,20769.9
41,44777.2,65719.6,20494.5
42,44550.5,65901.8,20805.6
43,44632.3,65623.1,21053.1
44,44421.5,65918.9,21187.6
45,44325.2,65939.4,21527.9
46,44231.3,66211.4,21306.6
47,44356.7,66194.2,20914.5
48,44198.8,66457.6,20992.8
49,44327.9,66449.5,20646.1
50,44159.1,66729.2,20748.8
51,44312.5,66728.3,20383.3
52,44484.2,66362.2,20376.8
53,44460.5,66182.5,20645.5
54,44648.2,66008.2,20412
55,44689.9,66241.3,20071.9
56,44523.2,66569.4,20092.7
57,44726,66484.9,19793.5
58,44578.9,66755.5,19834.2
59,44752.8,66783.9,19523.4
60,44552,66975.1,19719
61,44643.6,67183.6,19428.9
62,44431.6,67267.1,19729.6
63,44403.1,66942.6,20014.1
64,44223,67380.3,20034.2
65,44173.3,67122.2,20330.7
66,44013.2,67463.4,20388.5
67,44075.7,67718.6,20084.7
68,44297.8,67609.6,19748.3
69,44180.4,68000,19732.9
70,44358,67814.3,19528.5
71,44480.4,67533.6,19482.5
72,44528,67827.7,19245.5
73,44333.8,68070.1,19437
74,44470.3,68149.6,19178.5
75,44323.7,68332.9,19331.4
76,44179.7,68327.7,19571.8
77,44231.4,68645.2,19350.3
78,44400.6,68495.2,19137.7
79,44362.1,68818.4,19067.8
80,44514.8,68613.2,18907.1
81,44580.3,68319.9,18930.3
82,44687.5,68533.9,18675.5
83,44555.6,68813.1,18761
84,44737.9,68823.2,18475.7
85,44606.7,69109.2,18559.3
86,44447.4,69104.1,18818.7
87,44502.6,69387.1,18619.8
88,44686.6,69413.9,18310.8
89,44512,69653.5,18507.6
90,44621.1,69749,18293.2
91,44784.8,69668.2,18056.3
92,44896.1,69339.9,18014.2
93,44796.9,69066,18281.9
94,44983.1,68957.3,18055.3
95,44889.1,68823.4,18252.6
96,44900.1,68571,18352
97,45055.9,68678.1,18085.6
98,45097.7,68365.1,18182.2
99,44910,68259.5,18483.4
100,44744.7,68203.4,18738.6
101,44895.3,67903.4,18672.2
102,44680.4,67954.8,18948.8
103,44805.6,67678.5,18908.5
104,44679.6,67734.1,19060.7
105,44695.3,67492.2,19166.9
106,44937.7,67369,18895.8
107,44817.7,67195.7,19160.4
108,44826.1,66974.5,19285.5
109,44989.8,67000.8,19040.6
110,44974.7,66702.8,19251.9
111,44935.3,66441.3,19496.6
112,45156.2,66385,19221.2
113,45220,66687.5,18933.2
114,45411.7,66297.5,18941.9
115,45543.4,66501.3,18645.6
116,45373.3,66829.3,18656.7
117,45557,66800.2,18453.1
118,45363.5,67085.9,18519.9
119,45588.9,67086.6,18253.3
120,45781.8,66818.1,18184
121,45783.6,66528.5,18346.9
122,45991,66547.9,18106.1
123,45990.4,66894.3,17912.3
124,46231.3,66548.5,17849
125,46195.6,66258.1,18054
126,45977.9,66296,18265.2
127,46079.2,66011.4,18324.2
128,45800.5,66187.4,18531.2
129,45958.3,65799.9,18594.1
130,45729,65976.7,18753.4
131,45743.2,65708.6,18922.4
132,45546.5,66010.8,18964.7
133,45605.9,66202.5,18757.7
134,45355.9,66052.9,19190.5
135,45521.9,65760.1,19184.6
136,45322.9,65794,19442.9
137,45139.2,66089.6,19470.1
138,45139.3,65811.3,19710
139,44904.7,66142.5,19788.1
140,44902.4,65840.7,20086.9
141,45173.8,65517.2,19950
142,45351.7,65532,19635.1
143,45396.1,65275,19825.3
144,45242.6,65256,20131.6
145,45011.5,65487,20297.2
146,45142.9,65177.7,20461.7
147,45331.6,65017.9,20280.6
148,45282.7,64904.5,20577.3
149,45223.1,64799.6,20922.3
150,45412,64664.4,20665.8
151,45441.5,64451.7,21006.2
152,45656,64368.1,20563.7
153,45703.9,64132,20894.2
154,45532.5,64211.6,21264.1
155,45719.5,63961.7,21229.1
156,45626.8,63961.7,21545.4
157,45501.9,64001.5,21890.3
158,45703,63749.4,21785
159,45589.9,63773.1,22107.5
160,45374.5,64047.8,22225.8
161,45479.5,63786.9,22440.1
162,45669,63528.7,22358.8
163,45550.4,63564.5,22655
164,45703.4,63373.2,22549.9
165,45608.8,63348.5,22870.2
166,45831.3,63090,22682.4
167,45704.5,63083,23041.9
168,45561.6,63086.3,23412.2
169,45783.1,62787.7,23281.3
170,45641.1,62810.7,23599.7
171,45438,63076.3,23735.1
172,45505.9,62815.2,23912
173,45334.3,63020.2,24049.7
174,45245.1,63310.2,23883.3
175,45127.9,63271.7,24202.5
176,45196.2,63024.2,24347.8
177,44973.8,63226.2,24589
178,44941.1,63490.5,24353.2
179,44787.1,63577.5,24601.6
180,44816.7,63806.4,24249.9
181,44640.2,63863.2,24611.6
182,44564.3,64146.9,24449.5
183,44422.1,64091.9,24862.2
184,44564,63740.2,24928.5
185,44360.1,63904.7,25205.2
186,44222.1,64217.8,25173.7
187,44231.5,64438.3,24910.7
188,44374,64403.7,24607.5
189,44233.1,64634.4,24673.8
190,44312.9,64683,24404.3
191,44495.7,64435.7,24246.6
192,44699.8,64202.5,24012.1
193,44563.8,64482.7,23986.1
194,44645.6,64458.2,23780.6
195,44527.7,64696.5,23756.9
196,44421.7,64701.8,24072.2
197,44345.7,65006.1,23819.6
198,44243.9,64953.4,24215.2
199,44156.9,65197,24103
200,44148.1,65359.3,23858.9
201,44287.2,65291.5,23490.6
202,44088,65619,23575.4
203,44225.7,65508.4,23259
204,44101.8,65738.1,23246.2
205,44215.5,65648.5,22946.3
206,44014.5,65954.6,23090.7
207,44072.8,65970.4,22748.6
208,43900.3,66222,22928.1
209,43932.6,66277.1,22588.7
210,43796.4,66455.3,22825.9
211,43766.2,66604.9,22562.9
212,43643.5,66744.6,22885.3
213,43615,66928.6,22550.3
214,43744.2,66747.9,22291.9
215,43605.1,67089.7,22196.2
216,43760,66836.6,21989.2
217,43852.9,66617.3,22052.2
218,43924.5,66404.5,22249.1
219,43986.5,66427.6,21873.9
220,44108.5,66133.3,22050
221,44153.2,66188.6,21685.5
222,44028.3,66486,21553.6
223,43872.3,66697.7,21769.6
224,43938,66757.8,21387.4
225,44073.2,66544.6,21268.8
226,44015.8,66800.3,21062.1
227,43877.7,66964.1,21269.8
228,43793.3,66986.4,21540.8
229,43750.6,67222.4,21326.1
230,43637.2,67284.2,21650
231,43603.6,67511.7,21435
232,43719.6,67489.9,21085.1
233,43576.2,67743.1,21240.9
234,43486,67787.5,21496.7
235,43488.5,67983.3,21261.7
236,43618.8,67837.2,21013.9
237,43530.4,68135.9,20989.6
238,43361.7,68353.3,21306.8
239,43451.2,68491.1,20931.5
240,43611.6,68305.4,20655.9
241,43710.9,67941.6,20685.2
242,43775.3,68168.7,20383.6
243,43679.4,68535.5,20366.8
244,43519.8,68678,20639.7
245,43595.1,68871.1,20370.9
246,43744.3,68734.5,20137.8
247,43827.4,68402.4,20147.3
248,43901.6,68572.1,19930.9
249,44002.3,68318.3,19877.9
250,43961,68073,20080.9
251,43887.7,67853.7,20358.2
252,44046.6,68610.4,19667.6
253,43886.4,68864.8,19826.8
254,44058.3,68941.5,19512.6
255,44211.1,68941.1,19266.2
256,44128.2,69161.8,19316.7
257,44270.7,69150.8,19089.1
258,44329,69390.1,18905.8
259,44139.3,69478.9,19185
260,44260.4,69698.2,18914.4
261,44102.1,69854,19126.5
262,44212.5,70026.3,18897.5
263,44361.1,69846,18698
264,44392.9,69603.8,18723.8
265,44506.6,69952.6,18420
266,44354.2,70158.6,18625.4
267,44497.3,70301.9,18349.2
268,44679.6,70033.9,18107.4
269,44658.2,70481.4,18042.3
270,44842.1,70276.9,17781.6
271,44893.8,69888.1,17806
272,44953.5,69596.4,17818.6
273,45113.9,69729.1,17524.6
274,45023.1,70097.2,17539.9
275,45218.6,69975.4,17288.1
276,45330.6,69647.2,17250.9
277,45259.7,69370.2,17464.6
278,45087.8,69368.7,17711.9
279,45231.4,69110.9,17625.1
280,45068.1,69115.5,17857.2
281,45190.4,68829.9,17825.4
282,45401.9,68815.3,17544.1
283,45337,68650.6,17719.9
284,45505.1,68483.6,17594.8
285,45662.6,68652.1,17309
286,45710.8,68392.6,17396
287,45688.1,68178.2,17546.9
288,45484.9,68165.5,17797.1
289,45673.4,67891.1,17723.7
290,45401.7,67856.3,18061.8
291,45271.7,68168.3,18058.8
292,45266.3,68466.4,17908.9
293,45129.1,68005.4,18320.7
294,45284.1,67658.4,18306.9
295,45100.4,67725.1,18497.4
296,45170.6,67417.8,18571
297,44976.3,67600.6,18719.9
298,45176.8,67062.7,18762
299,45410.5,67363.5,18310.8
300,45473.9,67560.8,18130.8
301,45625,67324.5,18081.8
302,45659,67599,17896.1
303,45859.3,67321.1,17822.3
304,45846.5,67632.1,17669.5
305,45866.5,67924.4,17487.3
306,46056.3,67651.8,17435.1
307,46117.8,67960.2,17204
308,46309.3,67638.8,17189.2
309,46234.1,67377,17400.9
310,46482.3,67338.1,17176.2
311,46579.1,67598.3,16950.6
312,46723.8,67323.5,16953
313,46646,67048.6,17165.9
314,46373.3,67087.9,17412.6
315,46557.7,66794.8,17383.9
316,46305.1,66838.7,17612.3
317,46482.9,66542.2,17592
318,46406.4,66320.3,17794.5
319,46646.6,66247.5,17586.9
320,46725.4,66504.6,17369.9
321,46904.2,66172.7,17367.1
322,47000.5,66447.6,17129.6
323,46821.7,66744.7,17151.2
324,47058.3,66745.7,16924.6
325,46903.8,67022,16934.3
326,47122.5,66977.2,16752.6
327,47315.1,66724.8,16695.9
328,47252.6,66429.7,16897.5
329,47496.8,66453.6,16658.4
330,47541.4,66732,16488
331,47671.2,66470,16492.4
332,47761,66630.1,16339.5
333,47756.7,66916.2,16217.3
334,47483.7,67063.2,16389.4
335,47645.6,67236.7,16175.9
336,47388.5,67402.7,16323.4
337,47621.9,67525,16078.1
338,47420.8,67709.6,16168
339,47624.1,67788.2,15974.1
340,47800.6,67622.9,15896.2
341,47817.7,67385.9,15973.2
342,48029.9,67517.1,15752.5
343,47867.3,67861.4,15759
344,48193.2,67780.7,15534.1
345,48262,67467.1,15585.2
346,48443.9,67572.2,15403.6
347,48454.4,67860.9,15306.5
348,48663.8,67671.5,15195.5
349,48685.9,67310.9,15294.7
350,48889.2,67457.5,15075.2
351,48903.9,67171.9,15159
352,49091.4,67266.6,14960.5
353,49107.7,66988.8,15044.3
354,49309.7,67058.5,14828.4
355,49254.1,66795.6,14980.5
356,49092.4,66774.2,15139.1
357,49202.3,66519.1,15138.8
358,49397.8,66590.9,14923.2
359,49434.4,66351.6,14987.2
360,49591.9,66501.8,14765.2
361,49661.5,66193,14830.8
362,49504.8,65990.9,15075.7
363,49756.6,65895.2,14870
364,49837.1,66081.5,14689.3
365,49804.4,66329.6,14607.2
366,49981.4,66106,14503.3
367,49962.7,65866.7,14652.5
368,50113.3,65893.7,14453.1
369,50150.7,66098,14288.3
370,50024.7,66322.8,14335.9
371,50189.2,66307.5,14115.1
372,50318.7,66053.4,14072.4
373,50276.2,65853.6,14258.8
374,50429.4,65834,14047.7
375,50511.5,65993,13800.6
376,50358.2,66262.2,13875.1
377,50496.4,66258,13634.9
378,50357.5,66509.3,13724.4
379,50215.8,66518.9,13957.1
380,50073.9,66542.4,14157.3
381,50112.2,66736.4,14008.1
382,50253,66760.1,13770.6
383,50072.8,67017.9,13942.4
384,49963.8,66807.2,14185.9
385,49837.8,67110.6,14227.5
386,49805.3,66856.3,14369.5
387,49875.5,66585.5,14401.3
388,49649.3,66770.1,14587.5
389,49655.7,67037,14473.5
390,49510.4,66985.8,14651.4
391,49480.8,67218.5,14596.3
392,49653.2,67321.3,14373.3
393,49789.1,67407.1,14185
394,49958.9,67359.7,13975.9
395,49814.8,67613.9,14088.9
396,49967.8,67604.2,13883.5
397,49895.4,67877.5,13910.3
398,50079.8,67734.7,13679.5
399,50066,67483.2,13775.6
400,50204.6,67480.8,13549.5
401,50133.8,67254,13751.3
402,50224.2,67015.7,13699.5
403,50301.7,67161.1,13497.2
404,50345.1,66893.2,13539.1
405,50456.8,67029.8,13250.7
406,50357.8,67330.6,13320.6
407,50305.9,67595.7,13325.1
408,50428.8,67480.8,13117
409,50389.2,67732,13115.3
410,50269.4,67850.1,13318.8
411,50358.3,68025.2,13100.7
412,50221.7,68104.3,13342.6
413,50286.2,68257.4,13189.4
414,50176.5,68401.9,13364.4
415,50295.4,68499.3,13125.7
416,50384.4,68294.2,12983.7
417,50387.8,68530,12929.5
418,50471.1,68391.4,12758.3
419,50469.5,68122.6,12826.6
420,50476.3,67877.4,12876.1
421,50575.3,67957.2,12591.7
422,50559.4,68229.1,12557
423,50645.9,68077.7,12343.3
424,50617.1,68348.7,12349.8
425,50549.1,68500.9,12522.4
426,50610,68563.5,12318.6
427,50554.6,68769.5,12450.7
428,50642.9,68718.9,12174.6
429,50668.3,68498,12141.8
430,50717.7,68631.2,11932.4
431,50741.4,68365.5,11928.7
432,50789.9,68532.3,11683.5
433,50753.5,68828,11741.5
434,50805.6,68771.8,11529
435,50860.7,68527.2,11368.9
436,50856.6,68308.1,11503.7
437,50802,68294.7,11732.3
438,50849.7,68108.3,11639.4
439,50777.9,68113.4,11897.6
440,50701.2,68218.1,12117.8
441,50731.2,67981.8,12107.9
442,50791.9,67886.1,11947.7
443,50848.3,67902.2,11747.8
444,50845.6,67661.7,11871.1
445,50763.4,67754.5,12099.9
446,50796.1,67549,12088.1
447,50723.3,67617.4,12286
448,50682.9,67827.8,12321.5
449,50635,67693,12515.5
450,50554.8,67732.5,12724.6
451,50596.4,67502.9,12699.8
452,50690.1,67444.5,12462.3
453,50654.7,67220.7,12671.2
454,50537.8,67356.5,12913.4
455,50494.5,67629.2,12913
456,50471.6,67242.2,13120
457,50581.8,67044.5,12953.7
458,50567.5,66829.9,13105.9
459,50497.6,66692.8,13342.7
460,50632.4,66597.1,13101.4
461,50668.3,66758.1,12902.3
462,50742.7,66497.5,12893.3
463,50716.4,66308.7,13117.9
464,50589.1,66478.5,13286.4
465,50618.2,66252.3,13392.2
466,50750.2,66045.1,13272.1
467,50828.8,66054.3,13065.5
468,50851.2,66225.8,12828.3
469,50949.8,65915.2,12881.2
470,50892.8,65801.5,13175.3
471,51025.6,65683.2,12962.4
472,51034.8,65528.9,13144.4
473,50913.7,65595.9,13360
474,50776.4,65797.5,13452.3
475,50799.1,65560.4,13639.9
476,50669.3,65798.5,13668.9
477,50629.7,66030.8,13547.7
478,50592,65656.1,13919.7
479,50775.9,65324.8,13902.8
480,50578.9,65399.5,14144.1
481,50419.7,65634,14201.1
482,50399,65424,14374.3
483,50240.1,65649.2,14434.9
484,50173.2,65461.4,14632
485,50088.2,65698.7,14594.9
486,49944.4,65601.9,14815.1
487,49679.7,65652.7,15061.7
488,49839.3,65360.4,15048.2
489,50089.3,65220.7,14866.9
490,49933.6,65111.1,15083.9
491,49742.8,65120.3,15260.5
492,49553.4,65411,15293.1
493,49476.7,65131.2,15492.5
494,49281.7,65357.5,15559.7
495,49298.4,65633.1,15421.9
496,49459.9,65739,15228.9
497,49293.7,65913.4,15305.2
498,49259.1,66216.5,15209.3
499,49073.6,66105.5,15424.6
500,49088.3,65826.3,15527.9
501,48896.7,66007.4,15622.9
502,48879.3,65678.1,15777.6
503,49115.7,65562.3,15617
504,49038.3,65316.2,15794.8
505,49247.8,65031.8,15737.8
506,49046.7,65084.2,15891.7
507,49077.1,64872.9,15960.6
508,49311.4,64732,15820.2
509,49450.1,64860,15641.5
510,49602.2,64584.8,15638
511,49388.1,64413,15901.7
512,49126.7,64584.4,16049
513,49221.9,64261.1,16116.2
514,49013.9,64433.1,16218.7
515,48995.8,64183.5,16351.2
516,48810,64424,16405.5
517,48755.8,64103.4,16614
518,48538.3,64423.2,16659.4
519,48613.6,64696.6,16456
520,48370.4,64717.8,16671.9
521,48444.1,64931.6,16501.6
522,48632.8,64976.1,16310.1
523,48877.2,64720.4,16207.3
524,48848.3,65085.6,16067.4
525,48627.9,65235.2,16196.9
526,48743.8,65419.1,16011.4
527,48495.7,65491.1,16200.3
528,48592.2,65739.1,16005.7
529,48363.4,65781.2,16188.3
530,48461.3,65987.7,16013.9
531,48689.4,66001,15808.9
532,48541.1,66250.4,15833.3
533,48730.1,66241.3,15673.1
534,48917.9,66253.1,15503.2
535,48800.2,66490.9,15511.1
536,49033.1,66383.9,15347.8
537,48964.5,66663.5,15297.5
538,48768,66811.8,15410.9
539,48932.3,66909.3,15230.9
540,48771.2,67052.9,15316.1
541,48587.1,67021.2,15483.5
542,48414.2,67276.6,15531
543,48363.2,66993,15680.2
544,48549.2,66712.5,15636.8
545,48252.1,66758.9,15865.7
546,48407.1,66502,15842.2
547,48208.9,66517.2,16003.2
548,48335.9,66271.6,15999.9
549,48598.8,66439.4,15705.6
550,48100.6,66315.5,16183.5
551,47987.9,66642.8,16137.2
552,47859.2,66402.9,16355.3
553,47980.1,66101.9,16384.4
554,47718.1,66188.1,16581.6
555,47882.8,65862.4,16583.7
556,47669.2,65842.8,16791.7
557,47852.5,65610.5,16731.2
558,48042,65612.2,16554.5
559,48083.1,65353.8,16637.6
560,47852.1,65357.8,16853.8
561,47966.1,65113.1,16863.4
562,48248.9,65012.4,16644.3
563,48119.1,64802.2,16870.1
564,48275.6,64490.1,16878.3
565,48027.1,64548.1,17094
566,47859.8,64848.1,17101.3
567,47772.8,64586,17333.6
568,47613.1,64879.4,17335.4
569,47693.9,65200.6,17084.9
570,47420.2,65233.6,17342.5
571,47503.3,65432.6,17156.6
572,47650.1,65531.7,16962.8
573,47373.3,65786.5,17103.8
574,47443.3,66153.4,16853.3
575,47155.2,66141.3,17135.7
576,47098.1,65843.2,17347.3
577,46809.4,65879,17622.3
578,47017.7,65621,17547.5
579,46867.9,65511.8,17767.5
580,46674.3,65688.9,17874.4
581,46501.8,66019.4,17867.5
582,46488.2,65693.9,18073.1
583,46312.3,65938.3,18116.5
584,46231.3,65714.6,18340.5
585,46456.1,65371.5,18307.6
586,46195.3,65444.2,18556.4
587,45957.8,65431.2,18850
588,46161.3,65140.9,18814.3
589,45945.5,65202.3,19044
590,45717.8,65424.8,19176.9
591,45495.6,65550.5,19395.1
592,45582.3,65298.2,19490.9
593,45846.5,65044.5,19323.3
594,45646.5,64989.3,19702.9
595,45479.2,64986.5,20020.4
596,45701.3,64703.5,19947.5
597,45529.2,64726.8,20275.5
598,45777.8,64420.7,20188.7
599,45868.9,64160.1,20398.5
600,45803.7,64130.5,20614.1
601,45962.2,63894.6,20643.2
602,45921.7,63765.1,21028.8
603,46106.9,63639.8,20758.5
604,46169.3,63441.8,20993
605,46048.8,63468.6,21294.4
606,45831.5,63715.5,21433.1
607,45920.2,63495.5,21639.4
608,45794.4,63518.6,21987.3
609,46028.7,63228.5,21864.3
610,45871.5,63258.7,22265.6
611,46106.5,62987,22104.8
612,46010.6,62982,22376.2
613,46036.9,62809.4,22600
614,45917.3,62804.4,22914.2
615,46141.7,62513.2,22806.7
616,45989.3,62525.8,23147.8
617,45841.2,62493.7,23537.8
618,46086.6,62221.7,23331
619,45969.8,62170.1,23645.4
620,45771.2,62310.4,23914.9
621,45673.7,62585.2,23810.3
622,45573.6,62561.7,24061.9
623,45583.3,62349.2,24273
624,45387.6,62715.8,24290.1
625,45372.8,62459.4,24589.5
626,45145.4,62852.9,24642.4
627,45186.1,62532.2,24880.1
628,45360.5,62224.2,24831.7
629,45142.4,62322.3,25142.8
630,45026.3,62566.2,25144
631,45000.8,62795.4,24981.9
632,44837.6,62773.4,25314
633,44940.3,62429.8,25411.4
634,44722.7,62618.2,25657.5
635,44612.2,62988.5,25564
636,44785.4,63050.1,25162.7
637,44618.6,63259.5,25304.4
638,44422.9,63371.5,25598.3
639,44504.8,63550.2,25257.9
640,44280.8,63748.2,25529.7
641,44171.2,64046,25458.9
642,44102.8,63915.9,25719.8
643,43948.9,64208.6,25738.4
644,44064.3,64315.8,25406
645,44045.6,64538.2,25215.7
646,43865.1,64594.2,25535.6
647,43881.9,64840.6,25248.3
648,44071.6,64746.1,24926.8
649,43901.1,65088.4,24926.1
650,44116.9,64938.6,24581.5
651,43962.1,65238.2,24587.9
652,44098.3,65138.4,24361.3
653,43992.1,65414.1,24260.3
654,43829.4,65531.7,24546.1
655,43828.3,65714,24286.1
656,43678.4,65813.2,24584.7
657,43653.4,66058.4,24301.9
658,43808.1,65900.8,24047.6
659,43712.4,66152.9,23934.6
660,43539.1,66424,24098.4
661,43443.8,66419.5,24444
662,43361,66732.7,24241.2
663,43481.8,66647.8,23923.3
664,43343.9,66935.6,23958.9
665,43480,66797.6,23633.5
666,43308.1,67160,23689.1
667,43408.4,67081.2,23362.6
668,43283.9,67324.7,23468.2
669,43329.1,67340.6,23197.7
670,43462.9,67128.3,22944.6
671,43290.7,67565.9,22899.9
672,43464.7,67286.1,22524.3
673,43344.2,67603.9,22487.7
674,43446.4,67491.1,22147.4
675,43289,67857.7,22258.5
676,43393.5,67724.7,21967.1
677,43301.8,67967,22001
678,43384.8,67873.3,21770.7
679,43499,67567.5,21753.9
680,43374.3,68090,21534.2
681,43281.2,68146.4,21830.2
682,43268.4,68369,21615.4
683,43241.4,68654.7,21437.6
684,43328.1,68676,21147.4
685,43236.6,69003.5,21193.9
686,43376.6,68810.9,20920.8
687,43321.8,69155,20870.6
688,43185.2,69400,21109
689,43274.9,69455.2,20845
690,43415.3,69321.1,20564.4
691,43324.6,69657.8,20640.6
692,43462.3,69585.1,20358.6
693,43395.5,69924.7,20390.4
694,43249.6,70017.3,20692.1
695,43339.4,70257.9,20422
696,43522.3,70140.3,20068.9
697,43433.4,70558.2,20162.1
698,43609.4,70434.9,19838.4
699,43705.7,70104.3,19732.4
700,43657.4,69774,19908.3
701,43818,69751.5,19627.7
702,43759.6,69433.1,19831.4
703,43602.5,69484.8,20106.2
704,43517.4,69785.2,20176.8
705,43532.7,69341.2,20299.3
706,43687.3,69115.6,20080.6
707,43537.5,69130.4,20374.5
708,43463,68998.4,20601.1
709,43866.4,69160.7,19745.6
710,43950.9,69381.1,19526.6
711,43976.4,69719.3,19372.2
712,43917.1,70034.8,19380.7
713,44078,70134.1,19093.5
714,43977.2,70433.7,19197.6
715,44181.7,70408.2,18863.9
716,44346.2,70451.9,18579.3
717,44253.5,70755.8,18692
718,44460.7,70704.1,18343.4
719,44350,70991.6,18503.9
720,44475.7,71078.8,18281.6
721,44617.5,70867,18056.5
722,44806.7,70706,17762.4
723,44783.2,71084.9,17764.5
724,44967.3,70927.8,17477.4
725,45018.9,70488.3,17456.7
726,45142.7,70260.2,17319.1
727,45179.4,70490.5,17212.5
728,45330.5,70269.9,17053.5
729,45312.7,70650.5,16999.3
730,45553.3,70484,16734.5
731,45567.3,70116.1,16803.8
732,45452.6,69874.1,17011.8
733,45673.4,69759.9,16798.9
734,45562.8,69538.4,17006.6
735,45795.2,69406.8,16801.8
736,45638.4,69275.6,17029.5
737,45447.4,69344.2,17228.2
738,45600.3,69005.8,17200.3
739,45376.4,69139.2,17413.7
740,45816.5,69066.2,16925.9
741,45839.2,68767.9,17047.8
742,45843.9,68469,17199.8
743,46077.9,68521.1,16929.9
744,46017.3,68266.4,17131
745,45866.7,68188.9,17334.2
746,46233.3,68193.9,16959.4
747,46363.4,67900,16997.4
748,46458.3,68140.5,16779.3
749,46623.8,67883.3,16765.2
750,46699.9,68148.8,16567.1
751,46522.3,68398.1,16594.5
752,46755.1,68471.1,16371.2
753,46962,68166.1,16343.9
754,46888,67837.5,16555.9
755,47187.3,67888.8,16282.3
756,47182.5,68224.7,16146.8
757,46996.3,68413.1,16210.8
758,47173.5,68524.9,16035.3
759,47389,68311.1,15960.2
760,47406.5,67976.4,16073
761,47623.5,68081.4,15868.5
762,47824.1,68169.5,15691
763,48053.8,68107.3,15540
764,47929.4,68357.2,15558.5
765,48218.3,68334.7,15357
766,48054.7,68608.9,15403.2
767,48264.6,68603.8,15259.4
768,48434,68447,15174.8
769,48420.6,68771.6,15112.2
770,48659.5,68560.5,14979.5
771,48651.3,68273.2,15050.4
772,48441.6,68140.6,15241.7
773,48694.8,67969.3,15088.4
774,48267.3,68052.1,15395.8
775,48841.7,68143,14926.9
776,48847.4,68355.1,14873.6
777,49044.2,68152.9,14750.5
778,48941,67939.6,14892
779,49173.8,67910.7,14691.6
780,49308.8,68224.4,14487.3
781,49450.7,67843.3,14437.7
782,49547.8,68143.9,14262.5
783,49464.9,68332.1,14309.5
784,49602.8,68427.8,14145.3
785,49733.7,68161.8,14051.9
786,49677.7,67852.6,14188.2
787,49935.8,68194.5,13784.3
788,50031,67994.9,13689.5
789,50089.8,68169.6,13558.6
790,50161.4,67917.9,13497.3
791,50205,67716.8,13474.8
792,49989.6,68435.9,13660.3
793,50056.9,68693.5,13515.5
794,50191.6,68707.1,13287.9
795,50096.7,68930,13422.4
796,50212.9,68988.1,13214.3
797,50329.6,68799.1,13011.5
798,50335.7,69113.3,12959.1
799,50447.2,68956.2,12720.3
800,50466.6,68657.6,12718
801,50526,69109.8,12484.6
802,50611.3,69008.8,12230.2
803,50587.1,69278.4,12279.6
804,50667.2,69182.9,12015.4
805,50688.7,68892.5,11979.1
806,50733.8,69100.4,11767.5
807,50728.2,69400.5,11760.1
808,50783.4,69193,11529.2
809,50790.9,69381.4,11467
810,50832.4,69224.5,11241.3
811,50823.8,69524,11257
812,50784.4,69601.5,11494.1
813,50809,69730.2,11358.1
814,50835.9,69756.6,11165.6
815,50850,69598.1,11018.5
816,50856.5,69767.4,10917.7
817,50849.5,69973.1,11063.2
818,50862.4,70004.3,10816
819,50859.8,69778,10660.5
820,50855.3,70063.3,10541.5
821,50838.5,69886.9,10379.1
822,50845.7,69664.6,10413.5
823,50811.6,69741.9,10188.9
824,50803.2,69958.1,10165.2
825,50755.6,69865.6,9961.96
826,50773,69558.6,9982.16
827,50697.9,69681.9,9751.75
828,50680.1,69920.4,9728.67
829,50597.9,69770.4,9508.06
830,50605.7,70041.8,9544.55
831,50670.2,70100.2,9711.29
832,50611.2,70270.9,9563.14
833,50535.3,70158.2,9395.15
834,50502.8,70355.5,9331.38
835,50446.4,70170.2,9232.47
836,50363.5,70345.9,9097.82
837,50415.5,70567.3,9171.11
838,50282.3,70535.9,8972.02
839,50227.8,70312.5,8903.72
840,50152.4,70528.8,8794.48
841,50083.6,70318.3,8713.15
842,50173.8,70130.1,8832.05
843,50316.7,70149.3,9029.63
844,50254.8,69934.3,8936.4
845,50386.2,69949.1,9129.3
846,50502.6,69969,9326.32
847,50462,69759.6,9241.43
848,50339.3,69758.4,9045.53
849,50412,69553.7,9131.85
